ResourceID,brocade.id,card,order,Format Unit Type,Format Number Type,Page Numbers,Sheet Numbers,Format Unit Qualifier
76cdf722-1e59-5800-bd69-c1e409187a74,tg:lhhs:10598,Formats,1,sheets,total,,15,
76cdf722-1e59-5800-bd69-c1e409187a74,tg:lhhs:10598,Formats,1,pages,written,15,,
7bba2663-7b3c-520a-b866-60d1f8932b16,tg:lhhs:15260,Formats,1,sheets,total,,70,
7bba2663-7b3c-520a-b866-60d1f8932b16,tg:lhhs:15260,Formats,1,pages,written,70,,
11309c4c-192b-5176-b4bd-a0d58692dec4,tg:lhhs:8141,Formats,1,sheets,total,,273,
11309c4c-192b-5176-b4bd-a0d58692dec4,tg:lhhs:8141,Formats,1,pages,written,270,,
61ce47cc-e97f-5bd4-b02b-76e20fe9a355,tg:lhhs:10062,Formats,1,sheets,total,,2,
61ce47cc-e97f-5bd4-b02b-76e20fe9a355,tg:lhhs:10062,Formats,1,pages,written,5,,
0b533194-cc41-55d1-b953-6c9709381795,tg:lhhs:18452,Formats,1,sheets,total,,18,
0b533194-cc41-55d1-b953-6c9709381795,tg:lhhs:18452,Formats,1,pages,written,35,,
9007bcdf-ac9f-55cf-a68f-ffdcde111f9b,tg:lhhs:5289,Formats,1,sheets,total,,4,
9007bcdf-ac9f-55cf-a68f-ffdcde111f9b,tg:lhhs:5289,Formats,1,pages,written,6,,
84c82bcd-5400-53f6-9c62-b5e2cb1dbd7a,tg:lhhs:5323,Formats,1,sheets,total,,2,
84c82bcd-5400-53f6-9c62-b5e2cb1dbd7a,tg:lhhs:5323,Formats,1,pages,written,1,,
b95dfffb-27af-5ae1-9ed8-ca86b2181f58,tg:lhhs:15630,Formats,1,sheets,total,,49,
b95dfffb-27af-5ae1-9ed8-ca86b2181f58,tg:lhhs:15630,Formats,1,pages,written,49,,
79e3009c-004f-53f9-bc7b-a5ed8424bc82,tg:lhhs:20084,Formats,1,sheets,total,,22,
79e3009c-004f-53f9-bc7b-a5ed8424bc82,tg:lhhs:20084,Formats,1,pages,written,22,,
b81f18e7-ba8b-5856-a716-e951030d468b,tg:lhhs:10432,Formats,1,sheets,total,,22,
b81f18e7-ba8b-5856-a716-e951030d468b,tg:lhhs:10432,Formats,1,pages,written,22,,
55ea1686-3822-5307-b501-cd62f5821283,tg:lhhs:18002,Formats,1,sheets,total,,1,
55ea1686-3822-5307-b501-cd62f5821283,tg:lhhs:18002,Formats,1,pages,written,1,,
3d9cb064-022c-5a10-a73f-ea5e993cde36,tg:lhhs:4162,Formats,1,pages,written,303,,
12d15a85-cca4-5ce1-a856-a023c2ca5b65,tg:lhhs:11389,Formats,1,sheets,total,,257,
12d15a85-cca4-5ce1-a856-a023c2ca5b65,tg:lhhs:11389,Formats,1,pages,written,257,,
3191be77-554c-557f-82ee-56f9a8866988,tg:lhhs:355,Formats,1,pages,written,120,,
8939d0f8-99a6-54d0-bc0f-fa4dbb400e48,tg:lhhs:14471,Formats,1,sheets,total,,90,
8939d0f8-99a6-54d0-bc0f-fa4dbb400e48,tg:lhhs:14471,Formats,1,pages,written,90,,
b8b56162-a400-5a5a-82e3-b074efc1e40b,tg:lhhs:11673,Formats,1,sheets,total,,34,
b8b56162-a400-5a5a-82e3-b074efc1e40b,tg:lhhs:11673,Formats,1,pages,written,34,,
226257c2-c886-5827-afdc-d9a385592e34,tg:lhhs:9750,Formats,1,sheets,total,,4,
226257c2-c886-5827-afdc-d9a385592e34,tg:lhhs:9750,Formats,1,pages,written,4,,
8cc18e31-d836-5adb-bfa3-abc7a3a3829a,tg:lhhs:8842,Formats,1,sheets,total,,200,
8cc18e31-d836-5adb-bfa3-abc7a3a3829a,tg:lhhs:8842,Formats,1,pages,written,400,,
a392a201-4056-5a9e-ae5c-545f59329517,tg:lhhs:10961,Formats,1,sheets,total,,3,
a392a201-4056-5a9e-ae5c-545f59329517,tg:lhhs:10961,Formats,1,pages,written,5,,
fcf53203-6ce4-5297-aa28-510e1d16fe5d,tg:lhhs:1360,Formats,1,sheets,total,,1,
fcf53203-6ce4-5297-aa28-510e1d16fe5d,tg:lhhs:1360,Formats,1,pages,written,1,,
c6b681af-267c-58d0-adac-679a71f2065c,tg:lhhs:4498,Formats,1,pages,written,1,,
5caa7392-4ee7-59ca-b2b9-6fb623694b7a,tg:lhhs:19243,Formats,1,sheets,total,,1,
5caa7392-4ee7-59ca-b2b9-6fb623694b7a,tg:lhhs:19243,Formats,1,pages,written,2,,
83f928a1-928d-518d-bd93-493b828067dd,tg:lhhs:4532,Formats,1,pages,written,1,,
93c20821-740c-57aa-b257-1f09db09e6a0,tg:lhhs:14021,Formats,1,sheets,total,,14,
93c20821-740c-57aa-b257-1f09db09e6a0,tg:lhhs:14021,Formats,1,pages,written,14,,
689828fa-b966-5bdd-bc63-73be08069717,tg:lhhs:705,Formats,1,sheets,total,,54,
689828fa-b966-5bdd-bc63-73be08069717,tg:lhhs:705,Formats,1,pages,written,68,,
b00b99ba-f15e-5633-8abf-bb622a789c82,tg:lhhs:11223,Formats,1,sheets,total,,1,
b00b99ba-f15e-5633-8abf-bb622a789c82,tg:lhhs:11223,Formats,1,pages,written,2,,
25d498d0-a4bd-5306-9f10-15b5ec35640e,tg:lhhs:20987,Formats,1,sheets,total,,2,
25d498d0-a4bd-5306-9f10-15b5ec35640e,tg:lhhs:20987,Formats,1,pages,written,3,,
1688086e-735f-5d72-8ed0-bf1209f14675,tg:lhhs:1730,Formats,1,sheets,total,,11,
1688086e-735f-5d72-8ed0-bf1209f14675,tg:lhhs:1730,Formats,1,pages,written,11,,
69a65417-e3b6-5e22-8f19-9b4e23a485b8,tg:lhhs:19613,Formats,1,sheets,total,,3,
69a65417-e3b6-5e22-8f19-9b4e23a485b8,tg:lhhs:19613,Formats,1,pages,written,8,,
98188aa0-3064-5dc7-9fe8-a35f812de371,tg:lhhs:18901,Formats,1,sheets,total,,38,
98188aa0-3064-5dc7-9fe8-a35f812de371,tg:lhhs:18901,Formats,1,pages,written,39,,
543116f1-792b-56ae-898c-ade0457fd85c,tg:lhhs:17524,Formats,1,sheets,total,,6,
543116f1-792b-56ae-898c-ade0457fd85c,tg:lhhs:17524,Formats,1,pages,written,6,,
e02b8047-cd96-5b0c-a0d2-b8adb7e80327,tg:lhhs:15519,Formats,1,sheets,total,,14,
8528211f-a976-54db-9e09-f93788bb12c0,tg:lhhs:20657,Formats,1,sheets,total,,79,
8528211f-a976-54db-9e09-f93788bb12c0,tg:lhhs:20657,Formats,1,pages,written,79,,
948101e2-82de-5603-b307-7130b3a812a0,tg:lhhs:7037,Formats,1,pages,written,2,,
189ee631-3199-5bdb-8432-6be00fb82acf,tg:lhhs:2235,Formats,1,sheets,total,,2,
189ee631-3199-5bdb-8432-6be00fb82acf,tg:lhhs:2235,Formats,1,pages,written,2,,
199a6862-4fd4-5624-a0e7-4f61a87ff24f,tg:lhhs:11809,Formats,1,sheets,total,,9,
199a6862-4fd4-5624-a0e7-4f61a87ff24f,tg:lhhs:11809,Formats,1,pages,written,9,,
93b38d0d-36a6-55a0-b220-79baf9a783f9,tg:lhhs:13834,Formats,1,sheets,total,,3,
93b38d0d-36a6-55a0-b220-79baf9a783f9,tg:lhhs:13834,Formats,1,pages,written,3,,
9d55cd64-96b6-5456-9995-8d8ed30f16f8,tg:lhhs:8638,Formats,1,sheets,total,,1,
9d55cd64-96b6-5456-9995-8d8ed30f16f8,tg:lhhs:8638,Formats,1,pages,written,1,,
1d552bb0-ca1b-5edb-a2cf-7d05c498aec2,tg:lhhs:12726,Formats,1,sheets,total,,1,
1d552bb0-ca1b-5edb-a2cf-7d05c498aec2,tg:lhhs:12726,Formats,1,pages,written,1,,
d13b7261-e160-50bb-bec4-129647c64b7f,tg:lhhs:20207,Formats,1,sheets,total,,65,
d13b7261-e160-50bb-bec4-129647c64b7f,tg:lhhs:20207,Formats,1,pages,written,65,,
f0600ae4-6942-5525-894f-777a2774922e,tg:lhhs:9880,Formats,1,sheets,total,,9,
f0600ae4-6942-5525-894f-777a2774922e,tg:lhhs:9880,Formats,1,pages,written,9,,
1633164f-1be7-56f5-b552-6d69037bce50,tg:lhhs:17174,Formats,1,sheets,total,,2,
1633164f-1be7-56f5-b552-6d69037bce50,tg:lhhs:17174,Formats,1,pages,written,2,,
ae1c4a9f-51b7-5b08-85ed-99a13027932b,tg:lhhs:15149,Formats,1,pages,written,18,,
cb0afaf0-d91d-5fb0-9bcd-ae68ca05b14d,tg:lhhs:18281,Formats,1,sheets,total,,10,
cb0afaf0-d91d-5fb0-9bcd-ae68ca05b14d,tg:lhhs:18281,Formats,1,pages,written,36,,
dc1fffc9-9bf6-5d19-ab92-9afaff4abaef,tg:lhhs:7467,Formats,1,sheets,total,,69,
dc1fffc9-9bf6-5d19-ab92-9afaff4abaef,tg:lhhs:7467,Formats,1,pages,written,69,,
c5788e77-4c73-51cc-9762-f2827dd36702,tg:lhhs:3977,Formats,1,sheets,total,,1,
b7115450-5f5e-5834-87c9-d44655d10e29,tg:lhhs:19869,Formats,1,sheets,total,,9,
b7115450-5f5e-5834-87c9-d44655d10e29,tg:lhhs:19869,Formats,1,pages,written,9,,
464fd398-f388-5bbd-be13-5b0816c18b3c,tg:lhhs:2665,Formats,1,sheets,total,,2,
464fd398-f388-5bbd-be13-5b0816c18b3c,tg:lhhs:2665,Formats,1,pages,written,2,,
5b4b5c5a-024f-5dda-8785-53d9aec1553f,tg:lhhs:12376,Formats,1,sheets,total,,4,
5b4b5c5a-024f-5dda-8785-53d9aec1553f,tg:lhhs:12376,Formats,1,pages,written,4,,
d2fd2a63-9ec5-5b7d-9245-0f6cc802859e,tg:lhhs:8268,Formats,1,sheets,total,,32,
d2fd2a63-9ec5-5b7d-9245-0f6cc802859e,tg:lhhs:8268,Formats,1,pages,written,63,,
b795918f-f3c4-588f-a77e-068599f810ec,tg:lhhs:16335,Formats,1,sheets,total,,32,
b795918f-f3c4-588f-a77e-068599f810ec,tg:lhhs:16335,Formats,1,pages,written,42 + 6,,
491fe404-b0e3-5eaa-89c3-afd105280938,tg:lhhs:21046,Formats,1,sheets,total,,8,
f267290f-a717-5048-a642-5b860d5d976d,tg:lhhs:7934,Formats,1,sheets,total,,42,
f267290f-a717-5048-a642-5b860d5d976d,tg:lhhs:7934,Formats,1,pages,written,42,,
fdd50660-ec44-5c15-86c6-cb5ecaa3b391,tg:lhhs:5909,Formats,1,sheets,total,,54,ca
fdd50660-ec44-5c15-86c6-cb5ecaa3b391,tg:lhhs:5909,Formats,1,pages,written,54,,
c33e4966-7d91-5c91-bd21-d16218ac1ee7,tg:lhhs:6626,Formats,1,sheets,total,,2,
5b3f5e07-9963-50b3-999f-83f6ae305e35,tg:lhhs:1419,Formats,1,pages,written,1,,
7c4a1503-b4b9-5d62-afaf-ee658e00749e,tg:lhhs:13137,Formats,1,sheets,total,,2,
7c4a1503-b4b9-5d62-afaf-ee658e00749e,tg:lhhs:13137,Formats,1,pages,written,2,,
f27956ad-156c-5c0e-be95-a724c0cf93ee,tg:lhhs:9029,Formats,1,sheets,total,,2,
f27956ad-156c-5c0e-be95-a724c0cf93ee,tg:lhhs:9029,Formats,1,pages,written,2,,
3261e73e-05cf-52cc-8441-d9d02b4ac717,tg:lhhs:14758,Formats,1,sheets,total,,8,
3261e73e-05cf-52cc-8441-d9d02b4ac717,tg:lhhs:14758,Formats,1,pages,written,8,,
dbab4de8-0fa3-5c4c-9bf7-a14bb5ba1c4c,tg:lhhs:9183,Formats,1,sheets,total,,1,
dbab4de8-0fa3-5c4c-9bf7-a14bb5ba1c4c,tg:lhhs:9183,Formats,1,pages,written,6,,
4fc2298a-876f-5319-b583-06ed8cb27085,tg:lhhs:6276,Formats,1,pages,written,1,,
edd8a357-4734-5569-98c7-6c311b297625,tg:lhhs:1049,Formats,1,sheets,total,,2,
edd8a357-4734-5569-98c7-6c311b297625,tg:lhhs:1049,Formats,1,pages,written,3,,
302e8197-8522-5173-aba2-4b51e3551af6,tg:lhhs:3074,Formats,1,sheets,total,,7,
302e8197-8522-5173-aba2-4b51e3551af6,tg:lhhs:3074,Formats,1,pages,written,14,,
d1a0e6bd-65d0-56ac-90ab-884487979e51,tg:lhhs:586,Formats,1,sheets,total,,8,
a00583e9-5cd5-511b-bf7f-1aab2dbd985d,tg:lhhs:9479,Formats,1,sheets,total,,4,
a00583e9-5cd5-511b-bf7f-1aab2dbd985d,tg:lhhs:9479,Formats,1,pages,written,4,,
1caa6c06-9bf9-57df-8b6d-d3445681ae5a,tg:lhhs:13567,Formats,1,pages,written,78,,
f4c987b0-d326-5b24-9c88-b995442afc7b,tg:lhhs:6299,Formats,1,pages,written,1,,
5e4e9103-1640-59eb-bdc9-4ae02f6d6f4c,tg:lhhs:3561,Formats,1,pages,written,1,,
39b185f6-8998-5465-9fd7-02ae6f5f3295,tg:lhhs:17898,Formats,1,pages,written,1,,
09e0af8c-c85d-5aa9-9185-1deab60b00e0,tg:lhhs:13072,Formats,1,sheets,total,,7,
09e0af8c-c85d-5aa9-9185-1deab60b00e0,tg:lhhs:13072,Formats,1,pages,written,7,,
ec57057c-a20e-5730-b1ed-dc9143038881,tg:lhhs:13588,Formats,1,sheets,total,,82,
ec57057c-a20e-5730-b1ed-dc9143038881,tg:lhhs:13588,Formats,1,pages,written,80,,
d4f62aba-c4f9-5ebe-9197-7ec2dc3af765,tg:lhhs:569,Formats,1,sheets,total,,1,
c60d0a95-e03e-5b99-87ad-6ad2a1688e75,tg:lhhs:21103,Formats,1,sheets,total,,1,
c60d0a95-e03e-5b99-87ad-6ad2a1688e75,tg:lhhs:21103,Formats,1,pages,written,1,,
f3361fee-a83a-59b6-9c0f-b038c206d4ce,tg:lhhs:7871,Formats,1,sheets,total,,36,
f3361fee-a83a-59b6-9c0f-b038c206d4ce,tg:lhhs:7871,Formats,1,pages,written,54,,
5d1a6769-e629-5e89-9415-7e3c9b1b773d,tg:lhhs:19185,Formats,1,sheets,total,,1,
5d1a6769-e629-5e89-9415-7e3c9b1b773d,tg:lhhs:19185,Formats,1,pages,written,1,,
5bcc302f-57b1-5369-bae1-2328fcf8dc51,tg:lhhs:6763,Formats,1,sheets,total,,2,
296aac15-db1e-5e21-8acb-fd8989cf3288,tg:lhhs:3131,Formats,1,sheets,total,,5,
776bac33-41a2-52d7-b33f-18f2b076d47b,tg:lhhs:13422,Formats,1,sheets,total,,2,
776bac33-41a2-52d7-b33f-18f2b076d47b,tg:lhhs:13422,Formats,1,pages,written,3,,
d2fb58e4-ebb9-5412-b5a2-26739252d9e8,tg:lhhs:17932,Formats,1,sheets,total,,1,
d2fb58e4-ebb9-5412-b5a2-26739252d9e8,tg:lhhs:17932,Formats,1,pages,written,2,,
008553ab-b0df-5eee-aae8-7bdcef550d61,tg:lhhs:16620,Formats,1,sheets,total,,1,
008553ab-b0df-5eee-aae8-7bdcef550d61,tg:lhhs:16620,Formats,1,pages,written,2,,
3618ac3b-bf62-598c-a499-69c5ce261041,tg:lhhs:139,Formats,1,sheets,total,,45,
