brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:57253,e20a7cce-4f49-5528-8dc9-71e7817c5592,Items,1,tr:lh:712,13502/3,isad:lh:25475,G 3633 / B,,,Nederlands,remarks
tg:lhbr:232303,611a9fe8-0074-559f-8c84-8ab3e331e37a,Items,1,tr:lh:5778,119129/22,isad:lh:26291,G 395 / B,,,Nederlands,remarks
tg:lhbr:264563,355327ce-dea6-5d19-ada2-576746adf5ff,Items,1,tr:lh:9943,,,,G 21795 / 897,,Nederlands,remarks
tg:lhbr:127857,9de644b3-db4e-573d-8827-75ebeaba7251,Items,1,tr:lh:4738,90938,isad:lh:53626,R 924 / B,,,Nederlands,remarks
tg:lhbr:247203,97aabe07-5061-5eb2-ab6c-f247f3418da6,Items,1,tr:lh:2279,,isad:lh:139932,,C 3622 / 21,,Nederlands,remarks
tg:lhbr:199853,01db197d-5555-505f-b22b-0e6daf107b50,Items,1,tr:lh:6598,166196/3658,isad:lh:75115,B 417 / B2,,,Nederlands,remarks
tg:lhbr:211463,1101b7ff-af35-5ba1-8e05-f81bf5b822ba,Items,1,tr:lh:6465,158596/122,isad:lh:77750,S 7904 / B2 (1970-1971-1972),,,Nederlands,remarks
tg:lhbr:152957,59c2f0c3-b7a4-599a-a56f-22b5937238c2,Items,1,tr:lh:5652,113619/1,isad:lh:63010,V 5135 / B,,,Nederlands,remarks
tg:lhbr:135493,e5049b0e-9813-5328-8ca7-43655f07c342,Items,1,,104531/8,isad:lh:1500,W 973 / B2 (Choice),,,Nederlands,remarks
tg:lhbr:74533,ed48157c-e039-56ca-b42b-2fb0d349578e,Items,1,tr:lh:582,11361/32,isad:lh:33543,H 7975 / B,,,Nederlands,remarks
tg:lhbr:22353,4c7573b6-9ca5-593a-81cf-6036e335d51c,Items,1,tr:lh:4231,81724/31,isad:lh:11318,S 1035 / B,,,Nederlands,remarks
tg:lhbr:94767,93238f36-f1d8-5f3a-a911-0c1e7f2e5b07,Items,1,tr:lh:1572,28367/3,,M 1595 / B,,,Nederlands,remarks
tg:lhbr:184762,9a6d9f4f-56d9-5341-bae6-78b834ec4f18,Items,1,tr:lh:6798,168358/35,isad:lh:73361,V 3742 / B2,,,Nederlands,remarks
tg:lhbr:119006,58124bc6-0d00-50b1-a4cf-f7db9faabd8c,Items,1,tr:lh:4057,77827/135,isad:lh:50576,C 1 / B,,,Nederlands,remarks
tg:lhbr:132356,5f8f91ec-08e5-5748-a9f4-f4f32f6d17c6,Items,1,tr:lh:2301,43603/39,isad:lh:55420,S 7338 / B,,,Nederlands,remarks
tg:lhbr:227802,2fe4d856-2de5-5e25-a272-c18fb8d83a04,Items,1,tr:lh:7336,187283/10,isad:lh:82065,S 59 / Archief S,,,Nederlands,remarks
tg:lhbr:164536,318ce054-26ee-54f6-b308-f53d35fff02d,Items,1,tr:lh:3875,74365/2,isad:lh:67119,B 55046 / B,,,Nederlands,remarks
tg:lhbr:25496,286c2600-c8af-580b-a1d2-941c224a308a,Items,1,tr:lh:2283,43130/111,isad:lh:12362,C 1916 / B,,,Nederlands,remarks
tg:lhbr:89856,0f26937e-4197-5f17-aea0-301f1dc715f2,Items,1,tr:lh:5487,108041/16,isad:lh:38461,R 512 / B,,,Nederlands,remarks
tg:lhbr:42952,fdde131c-9ed1-5b20-a299-2383a7da721b,Items,1,tr:lh:3586,69816/70,isad:lh:20011,M 2789 / B2,,,Nederlands,remarks
tg:lhbr:816,e1d7b4ce-93ca-5fb3-b1ef-e9bf5f6ddfb5,Items,1,tr:lh:2793,55548/339,isad:lh:825,S 614 / B,,,Nederlands,remarks
tg:lhbr:97848,3b10ff9a-f7c5-5740-bd79-f58b03e7d3e7,Items,1,tr:lh:5601,112183/4,isad:lh:41663,M 4364 / B,,,Nederlands,remarks
tg:lhbr:151678,e11698d5-3d40-5dbd-b595-c8e4186ac984,Items,1,tr:lh:4282,82981/161,isad:lh:62568,V 4655 / B,,,Nederlands,remarks
tg:lhbr:107018,38960ada-703c-5586-92f9-8b7362112b85,Items,1,tr:lh:3455,68036,isad:lh:45500,H 423 / B,,,Nederlands,remarks
tg:lhbr:15020,0b0df9b1-7934-518a-81bb-84bc08849da3,Items,1,tr:lh:3704,71606/130a-b,isad:lh:8297,B 708 / B,,,Nederlands,remarks
tg:lhbr:154180,744e9982-6f48-5299-967b-691331749b4c,Items,1,tr:lh:4847,96824/12a-b,,V 6317 / B,,,Nederlands,remarks
tg:lhbr:43640,4ce18104-8830-5d59-9a44-3bd19e63a60a,Items,1,tr:lh:4124,79953/229a-c,isad:lh:294,V 672 / B2 (1931-1934),,,Nederlands,remarks
tg:lhbr:226710,1ab7eb48-3af4-5d13-be92-787a3a3c1a31,Items,1,tr:lh:7336,186742/2a-b-c-d,isad:lh:81810,S 59 / Archief P,,,Nederlands,remarks
tg:lhbr:270170,c327c390-5e40-5b5c-a54d-80d4f3687b7b,Items,1,tr:lh:110330,,isad:lh:113609,,R 8963 / 325,,Nederlands,remarks
tg:lhbr:68510,f51704f9-a3e3-515a-9d78-3cf2ab39436b,Items,1,tr:lh:3477,68567/43,isad:lh:31159,H 204 / B,,,Nederlands,remarks
tg:lhbr:290324,d9c95291-eead-5339-a163-cda0edcab3e5,Items,1,,,isad:lh:171042,,R 5419 / 244,,Nederlands,remarks
tg:lhbr:185870,4d11fb6f-666c-5b17-904b-45c12f0492f5,Items,1,tr:lh:3772,72465/106,isad:lh:30857,T 48399 / B (1949),,,Nederlands,remarks
tg:lhbr:95875,0bb7a24c-9ffb-5b92-9c18-bbb0416c14e9,Items,1,tr:lh:4315,83412/22,isad:lh:153208,,,,Nederlands,remarks
tg:lhbr:178515,007a3d1e-7e10-51e3-8dee-7e7c98a0bdd0,Items,1,tr:lh:6886,171373/222a-b,isad:lh:6184,S 935 / B2,,,Nederlands,remarks
tg:lhbr:153645,5aa25965-008b-595f-a35f-f0bf2c019e44,Items,1,tr:lh:2317,43798/151,isad:lh:63293,V 559 / B,,,Nederlands,remarks
tg:lhbr:198741,42425456-d726-5f68-ac2f-98a4bd6fb3b3,Items,1,tr:lh:4175,80709/43,isad:lh:75038,B 417 / B2,,,Nederlands,remarks
tg:lhbr:105025,daf9870f-110f-5bb9-83ee-5bb42194f0f7,Items,1,tr:lh:2046,39549/300,isad:lh:44497,M 896 / B,,,Nederlands,remarks
tg:lhbr:44185,128284ad-9f0e-535c-be38-0afa9c4225af,Items,1,tr:lh:6461,158554/9,isad:lh:20518,R 2325 / B2,,,Nederlands,remarks
tg:lhbr:295126,faf23854-9c51-5c4e-841a-9c01bfebcd84,Items,1,,,isad:lh:124783,,C 33941 / 9,,Nederlands,remarks
tg:lhbr:208642,8fbc9232-0705-5067-9815-6a3b1db47950,Items,1,tr:lh:6413,151626/1a-b,isad:lh:76751,W 256 / B2 ((periode L. Simons 1969-1984) 16),,,Nederlands,remarks
tg:lhbr:160826,e2383e02-b56a-50d7-93d7-df40a02922a6,Items,1,tr:lh:5850,123806/120a,isad:lh:2369,W 686 / B (5),,,Nederlands,remarks
tg:lhbr:21986,83ac65bb-8d6c-5c0c-a8ea-c542b9940c92,Items,1,tr:lh:4397,84636/14a-b,isad:lh:11144,B 944 / B,,,Nederlands,remarks
tg:lhbr:223512,482550f0-8e2b-5af1-90ba-5754b2602dfb,Items,1,tr:lh:7870,210872/2a-b-c-d-e,isad:lh:80691,S 59 / Archief M / Mansouroff,,,Nederlands,remarks
tg:lhbr:275372,0a003ab3-1465-58b8-8e39-145b5f7aec03,Items,1,,,isad:lh:157175,B 413 / B2,,,Nederlands,remarks
tg:lhbr:10222,74a63bed-610a-5dee-a1b4-afd2742e50fe,Items,1,tr:lh:3737,72021/1,isad:lh:6096,B 495 / B,,,Nederlands,remarks
tg:lhbr:151382,50c7f311-316b-5875-9947-9195d9720406,Items,1,tr:lh:4737,90759/2,isad:lh:62529,V 4655 / B,,,Nederlands,remarks
tg:lhbr:46442,f144ee13-2e97-5f23-9ab2-643775d8a0f1,Items,1,tr:lh:3654,71482/3,isad:lh:21386,D 981 / B,,Zit bij de brieven van Van Dijck aan Gijsen,Nederlands,remarks
tg:lhbr:8301,5b8cbb1e-1443-570b-bdf7-8ce46cfc7b8f,Items,1,tr:lh:1762,32015,isad:lh:5167,B 363 / B,,,Nederlands,remarks
tg:lhbr:156447,800c95b3-4f3c-55d3-9318-3ad0e73eeb45,Items,1,tr:lh:6465,158593/158,isad:lh:2169,S 7904 / B2 (1967),,,Nederlands,remarks
tg:lhbr:215973,612a9c98-3a5d-5172-a1d6-533ef3bdf1d9,Items,1,tr:lh:6961,173923,isad:lh:78416,B 7941 / B,,,Nederlands,remarks
tg:lhbr:100227,31f5258c-cb9b-5939-acb6-99b6d92dd434,Items,1,tr:lh:5936,129846/2417,isad:lh:11920,G 102 / B (Afgelaste Tentoonstelling 6),,,Nederlands,remarks
tg:lhbr:41387,77756014-d755-562a-a9db-d135a83a88d9,Items,1,tr:lh:6036,133501/3,isad:lh:19393,D 2195 / B,,,Nederlands,remarks
tg:lhbr:131983,55829cc7-f64e-5b78-98a4-a2964927e91c,Items,1,tr:lh:4744,92374/36a-b,isad:lh:55309,S 528 / B,,,Nederlands,remarks
tg:lhbr:70823,3334fed4-a4db-5ea8-a29d-7f73d0e9e365,Items,1,tr:lh:3478,68626/25,isad:lh:31962,H 504 / B,,,Nederlands,remarks
tg:lhbr:211199,3c047978-0bdc-5395-bcd9-e53aa3f6e48f,Items,1,tr:lh:6465,158595/31,isad:lh:76270,S 7904 / B2 (1968-1969),,,Nederlands,remarks
tg:lhbr:135169,63966bbe-b75b-5678-9709-ca3ae03b564c,Items,1,tr:lh:9825,79969/36a-b,isad:lh:56421,S 6882 / B,,,Nederlands,remarks
tg:lhbr:163709,2775ec06-bbe1-5b86-82c6-f88341bd260c,Items,1,tr:lh:4353,84150/14a-b,isad:lh:66783,W 5665 / B2,,,Nederlands,remarks
tg:lhbr:148459,379e23fd-1313-51bb-a691-4b464eb287cc,Items,1,tr:lh:6462,158572/91,isad:lh:61583,V 3484 / B,,,Nederlands,remarks
tg:lhbr:91565,6b982f37-f4c0-53e9-8c7b-9902690c6cb8,Items,1,tr:lh:6405,149795/42-43,isad:lh:1308,G 994 / B2 (Jonge 'dichters'),,,Nederlands,remarks
tg:lhbr:269351,eaa3582f-d440-5dbf-81e6-ee592ccbc7d3,Items,1,tr:lh:7843,,isad:lh:154860,,D 325/144,,Nederlands,remarks
tg:lhbr:130691,bea4d912-9fd0-51a6-ba00-c4b1960cd33e,Items,1,tr:lh:4772,93947/439,isad:lh:54821,V 6152 / B,,,Nederlands,remarks
tg:lhbr:71731,8ff944ac-dc52-5fd7-9ae2-165104830f98,Items,1,tr:lh:4744,92292/59,isad:lh:32422,H 5252 / B,,,Nederlands,remarks
tg:lhbr:27151,27eddb5d-63ed-5ac2-9be6-e4025cfbe756,Items,1,tr:lh:7314,,isad:lh:13196,FVCA / B (1880-1918),,,Nederlands,remarks
tg:lhbr:289105,d36fa0b8-6170-578e-9742-784e55da2b11,Items,1,tr:lh:5479,107680,isad:lh:168653,,R 1476 / 174,,Nederlands,remarks
tg:lhbr:242001,8f959fca-964c-5c0c-81f9-7da63bef5a47,Items,1,tr:lh:1961,,isad:lh:127243,,C 3622 / 18,,Nederlands,remarks
tg:lhbr:214661,d25f8cb1-022e-563d-a162-b2e1b8b3a8a3,Items,1,tr:lh:7853,202925,isad:lh:156011,,,,Nederlands,remarks
tg:lhbr:184298,8dc39ffc-6731-5760-92c6-4ac438b5de62,Items,1,tr:lh:4094,79442/1-3,isad:lh:73234,W 2451 / B1,,,Nederlands,remarks
tg:lhbr:93558,a38697a1-5fdb-5ba9-99a9-14ecf8058903,Items,1,tr:lh:4817,104870/6,isad:lh:39929,F 277514 / B,,,Nederlands,remarks
tg:lhbr:137154,3550643a-c53b-53da-9f95-cbbe781fbee9,Items,1,tr:lh:6881,170255/5a-b,isad:lh:57162,SS 182 / B2,,,Nederlands,remarks
tg:lhbr:161734,5c72ec0c-24b4-5d1e-97b9-c5e107b3a7d4,Items,1,tr:lh:5488,118433/2,,W 7089 / B,,,Nederlands,remarks
tg:lhbr:20694,707a7a9d-6cc6-5f74-a1a6-712132db18c0,Items,1,tr:lh:6944,173275/48,isad:lh:8631,"R 5845 / B2 (Forum [Tijdschrift, Rotterdam (NL))",,,Nederlands,remarks
tg:lhbr:181560,7be0e9d3-4d24-574c-b7fa-b7c6e64ccf8c,Items,1,tr:lh:7478,197241/29,isad:lh:72189,M 224 / B,,,Nederlands,remarks
tg:lhbr:209950,4d4fe2bd-3746-5b31-a4f6-0f74463d6145,Items,1,tr:lh:7848,202681/18,isad:lh:77208,,D 325/83,,Nederlands,remarks
tg:lhbr:283508,a64bb60d-1467-54de-b149-a39f92c6eacb,Items,1,tr:lh:7843,202504/60a-b,isad:lh:163005,,D 325 / 1205 map 1,,Nederlands,remarks
tg:lhbr:169304,9c3260d3-839a-5951-adfe-2136c2937879,Items,1,tr:lh:7191,179163/29,isad:lh:69019,B 9078 / B2,,,Nederlands,remarks
tg:lhbr:19900,0cb8b556-fe92-5394-ac94-b5077d7aa4b9,Items,1,tr:lh:3436,67699/154a-b,isad:lh:10209,H 722 / B (J.Persijnprijs 1952),,,Nederlands,remarks
tg:lhbr:189150,8848bc27-83fa-5643-9540-3e09e635bfe9,Items,1,tr:lh:3772,72465/75,isad:lh:73921,T 48399 / B (1956),,,Nederlands,remarks
tg:lhbr:142054,cbf49135-1f81-5ecf-a5f2-817fc5a14ccd,Items,1,tr:lh:6465,158583/248,isad:lh:1681,S 7904 / B2 (1956),,,Nederlands,remarks
tg:lhbr:114634,2b924aa7-2bd8-5365-a12a-b4a8f68209ca,Items,1,tr:lh:4758,94233/34,isad:lh:48620,P 342 / B,,,Nederlands,remarks
tg:lhbr:191999,a4fc46d9-991b-517a-9a3c-caa3279621c5,Items,1,tr:lh:6886,171382/21,isad:lh:74231,S 935 / B1,,,Nederlands,remarks
tg:lhbr:140069,014c41d2-aaa8-56f0-9315-906c022846f2,Items,1,tr:lh:5403,105901/516,isad:lh:58246,S 9975 / B,,,Nederlands,remarks
tg:lhbr:116609,ca3b585c-df04-55e1-af86-ede2608f4c5b,Items,1,tr:lh:992,18464/30,isad:lh:49519,P 595 / B,,,Nederlands,remarks
tg:lhbr:1823,44bda66f-eb25-500c-8afb-6ef582d2ef2c,Items,1,tr:lh:6049,135512,isad:lh:1530,A 285 / B,,,Nederlands,remarks
tg:lhbr:264099,6e94faeb-f116-57d0-85dd-b71281e647c1,Items,1,tr:lh:9943,,isad:lh:122773,,G 21795 / 704,,Nederlands,remarks
tg:lhbr:237101,25e4f402-e5b7-5108-9945-cef315b6fd81,Items,1,,218728/6,,V 25585 / B1,,,Nederlands,remarks
tg:lhbr:261761,9dc780b0-3c84-5a24-aac9-aea9fe3f94f5,Items,1,tr:lh:139974,,isad:lh:149938,,B 798 / 60 - 124,,Nederlands,remarks
tg:lhbr:145791,a4e43580-05b0-548e-a64b-16c91254df40,Items,1,,,isad:lh:60468,L 603 / B,,,Nederlands,remarks
tg:lhbr:99155,5ccff2e5-80b9-5dad-92cd-e221bcdb85eb,Items,1,tr:lh:4853,112634/2,isad:lh:42153,M 571 / B,,,Nederlands,remarks
tg:lhbr:52051,d55e8c53-b5a9-5dc3-bb19-97feca8b8513,Items,1,tr:lh:5145,101633/7,isad:lh:23639,C 27805 / B,,,Nederlands,remarks
tg:lhbr:281535,9019b62e-1990-56ef-b8e7-9ac5844d43fa,Items,1,,,isad:lh:161674,B 413 / B2,,,Nederlands,remarks
tg:lhbr:109905,d04ae177-f476-55e4-a5e1-a4d0bd1565fc,Items,1,tr:lh:4736,90612/2-3,isad:lh:46629,O 345 / B,,,Nederlands,remarks
tg:lhbr:79301,7255f0a2-c8eb-5bfd-a8d4-e7747aa3c79e,Items,1,tr:lh:5819,122145/711,isad:lh:408,M 1013 / B (1980-1981),,,Nederlands,remarks
tg:lhbr:195173,00bebc77-e5ed-5e7e-b006-726737efa8e6,Items,1,tr:lh:5678,114688/29,isad:lh:74608,T 48399 / B (1966),,,Nederlands,remarks
tg:lhbr:108617,81c45c24-4a16-5224-8be5-04a8c2b261e9,Items,1,tr:lh:992,18479/1,isad:lh:46077,O 118 / B,,,Nederlands,remarks
tg:lhbr:144883,f878eee2-250a-50dd-8b90-80983f299fe5,Items,1,tr:lh:4531,87054/68,isad:lh:8720,S 23605 / B (I),,,Nederlands,remarks
tg:lhbr:123547,f94f1fe5-0d53-543c-9310-8ad6adb82187,Items,1,tr:lh:2423,46887,isad:lh:52359,R 606 / B,,,Nederlands,remarks
tg:lhbr:260873,60b2886b-7cea-5324-a678-49fdab5fb367,Items,1,tr:lh:9770,,isad:lh:149556,,J 416 / 77,,Nederlands,remarks
tg:lhbr:175327,5113fc24-8134-57e0-8f18-ceec368bf896,Items,1,tr:lh:7165,178890/334,isad:lh:70583,R 286 / B2,,,Nederlands,remarks
tg:lhbr:34287,06ef735b-751e-537b-b590-799d9349eed0,Items,1,tr:lh:5480,107778/2,isad:lh:16361,C 338662 / B,,,Nederlands,remarks
tg:lhbr:124282,1d2104cc-3714-5b20-be27-3df8b7663db6,Items,1,tr:lh:4758,94338/99,isad:lh:52628,R 668 / B,,,Nederlands,remarks
tg:lhbr:65322,e1fd48f9-f70c-585d-91c5-e2176d77e26c,Items,1,tr:lh:4397,84642/121,isad:lh:29843,G 707 / B,,,Nederlands,remarks
tg:lhbr:33542,e1b7a94a-dac4-5962-8bf5-7601f52c65f9,Items,1,tr:lh:3477,68562/839,isad:lh:16100,C 312 / B,,,Nederlands,remarks
tg:lhbr:115926,aec63d63-5b4d-57fa-bda1-fac18fb18116,Items,1,tr:lh:6443,157830/1-10,isad:lh:49217,P 985 / B,,,Nederlands,remarks
tg:lhbr:54886,8ce2633d-b848-5b0f-ab64-c7d7b732f05e,Items,1,tr:lh:6356,148516/1,isad:lh:24696,S 9657 / B2,,,Nederlands,remarks
tg:lhbr:256412,be54c813-37d5-59bb-825f-6bd919a8a3cf,Items,1,tr:lh:9770,,isad:lh:146466,,J 416 / 60,,Nederlands,remarks
tg:lhbr:200272,5af011fb-830c-58b8-aa48-85cfb00a2fc7,Items,1,tr:lh:6598,166196/1437a-d,isad:lh:75149,B 417 / B2,,,Nederlands,remarks
tg:lhbr:18612,79a72171-7ae7-567c-af51-ce0938e51222,Items,1,tr:lh:2780,54946,isad:lh:9661,B 807 / B,,,Nederlands,remarks
tg:lhbr:85176,429c4ba9-d267-5f06-932b-8971c2ed800d,Items,1,,,isad:lh:36816,K 995 / B,,,Nederlands,remarks
tg:lhbr:81836,bd7d703d-ea28-5c30-88c9-ab49b2fe2c46,Items,1,tr:lh:4421,84839/165a-b,isad:lh:35739,K 2915 / B,,,Nederlands,remarks
tg:lhbr:235096,ab7aaf65-db16-5c6e-85ed-d4ae1b3059ef,Items,1,tr:lh:9767,217989/1494,isad:lh:84110,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:111066,097372c9-bed0-596b-940f-bbee4ef35b11,Items,1,tr:lh:4736,90549/14,isad:lh:47244,O 3454 / B,,,Nederlands,remarks
tg:lhbr:147606,75bdf977-9a3f-5152-8116-6909b80f11a2,Items,1,tr:lh:5601,112279/6,isad:lh:61183,V 25587 / B,,,Nederlands,remarks
tg:lhbr:57603,f52381ed-a67a-519b-abba-c03f4dcbee06,Items,1,tr:lh:4884,97457/92,isad:lh:25618,G 36989 / B,,,Nederlands,remarks
tg:lhbr:264133,3c2fae61-eb7e-5f4f-9796-f42829f3d2fb,Items,1,tr:lh:9943,,isad:lh:122793,,G 21795 / 722,,Nederlands,remarks
tg:lhbr:232753,ebe0ec15-205d-509d-88fd-f966fdbc0f9e,Items,1,tr:lh:9356,217746/93,isad:lh:83573,C 2752 / B1 (tijdschrift Nul),,,Nederlands,remarks
tg:lhbr:191833,a2abbff1-aa41-54ce-a12c-8260903cafa9,Items,1,tr:lh:5678,114684/167,isad:lh:74134,T 48399 / B (1962),,,Nederlands,remarks
tg:lhbr:219403,53efccc2-222b-5216-a4f4-8fcc83282a0e,Items,1,tr:lh:7336,186506/95a-b,isad:lh:79540,S 59 / Archief B,,,Nederlands,remarks
tg:lhbr:144929,23341c9b-c885-58d1-9e82-92595ac80b73,Items,1,tr:lh:2287,43700/420,isad:lh:60228,H 722 / B,,,Nederlands,remarks
tg:lhbr:5163,872330a6-a09d-5080-a722-997d43dfc2aa,Items,1,tr:lh:2894,59868/292,isad:lh:3475,B 1333 / B,,,Nederlands,remarks
tg:lhbr:82719,cca54b5d-8173-5246-9224-d0eb3b847de3,Items,1,tr:lh:3657,70846/10,isad:lh:36018,K 376 / B,,,Nederlands,remarks
tg:lhbr:190721,cd44adb0-9248-5a9d-ab86-a55f289a3666,Items,1,tr:lh:5678,114682/208,isad:lh:74082,T 48399 / B (1960),,,Nederlands,remarks
tg:lhbr:170575,897dc53d-6bf8-5660-9d2f-50a74b056f62,Items,1,,163808/2,isad:lh:69302,G 395 / B2,,,Nederlands,remarks
tg:lhbr:233841,f8357b1e-c9d4-5b2b-99e3-5272d534fb7d,Items,1,tr:lh:9767,217989/526,isad:lh:83776,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:126315,792e2c34-78b8-5bd0-8244-b92e7d0bf823,Items,1,tr:lh:2301,43620/93,isad:lh:53073,R 738 / B,,,Nederlands,remarks
tg:lhbr:254585,6e63ef90-ff0e-586c-bf97-de50cdebd739,Items,1,tr:lh:9770,,isad:lh:145478,,J 416 / 53,,Nederlands,remarks
tg:lhbr:159618,cf1c43db-1030-51db-a425-6f401158b236,Items,1,,,isad:lh:65479,W 578 / B,,,Nederlands,remarks
tg:lhbr:172548,2ae8ffd5-6ef5-5eba-86b2-1d0c20cc3ea2,Items,1,tr:lh:7352,195544/155,isad:lh:69925,B 6781 / B2,,,Nederlands,remarks
tg:lhbr:124328,b068a9f1-cd66-52df-80b5-866e920c96f4,Items,1,tr:lh:2468,47886/2,isad:lh:52648,R 674 / B,,,Nederlands,remarks
tg:lhbr:65288,af0752fd-c7b4-56a7-a133-baac220de87d,Items,1,tr:lh:1523,27615/1a-b,isad:lh:29827,G 705 / B,,,Nederlands,remarks
tg:lhbr:205420,8fddd46b-3975-5e35-9f37-650ad94290c5,Items,1,tr:lh:6886,171373/3410,isad:lh:144034,,,,Nederlands,remarks
tg:lhbr:253240,a57d5571-b9fd-58b0-a994-2d2ca5b95860,Items,1,tr:lh:139785,,isad:lh:144710,R 139785 / B2,,,Nederlands,remarks
tg:lhbr:36310,c2336983-4408-51bc-a28e-484be0a8a18d,Items,1,tr:lh:2414,47145/55,isad:lh:17151,C 3622 / B,,,Nederlands,remarks
tg:lhbr:60570,5f813dfd-5fa7-59bf-8b19-63ddea404a44,Items,1,tr:lh:3477,68562/1139,isad:lh:26707,G 4943 / B,,,Nederlands,remarks
tg:lhbr:80724,3b2f2ee3-cec5-55b5-b048-4f394bd79fac,Items,1,tr:lh:6465,158589/58,isad:lh:2168,S 7904 / B2 (1963),,,Nederlands,remarks
tg:lhbr:107448,15234014-8d98-5f22-b36f-841a32dbb654,Items,1,tr:lh:517,9992/2,isad:lh:45658,N 236 / B,,,Nederlands,remarks
tg:lhbr:10388,6bb239dd-2561-5435-bd00-2f8890692b78,Items,1,tr:lh:5881,126217/14,isad:lh:850,M 6222 / B (1977-81),,,Nederlands,remarks
tg:lhbr:151228,46c0056d-2eb7-5522-a24d-1e1ce113abe8,Items,1,tr:lh:3055,61077/296,isad:lh:62431,V 4655 / B,,,Nederlands,remarks
tg:lhbr:68140,bc3a933d-7b51-5277-8cfe-5888e5c38496,Items,1,tr:lh:3430,67662/4,isad:lh:30999,H 148 / B,,,Nederlands,remarks
tg:lhbr:290774,90238e51-8c4f-55d3-976f-769bb756e705,Items,1,,,isad:lh:171629,,D 1175 / 1,,Nederlands,remarks
tg:lhbr:43210,891a05b9-423b-5d5e-aec2-4343bbf02f49,Items,1,tr:lh:5101,100869/5,isad:lh:20121,D 295 / B,,,Nederlands,remarks
tg:lhbr:88314,025be96b-5e9c-5f1b-b24b-12df4c7c9c2d,Items,1,tr:lh:5800,120940/5,isad:lh:37902,M 9326 / B,,,Nederlands,remarks
tg:lhbr:15470,80237a40-f859-5730-986e-c8ccea2ad300,Items,1,tr:lh:4766,93251,isad:lh:8407,B 708 / B,,,Nederlands,remarks
tg:lhbr:133814,980226dc-29ec-5a60-b03f-25a4aa09f920,Items,1,tr:lh:6568,162871,,S 6225 / B,,,Nederlands,remarks
tg:lhbr:270520,04635747-4576-59a3-bb6c-660b3a11cab6,Items,1,tr:lh:110330,,isad:lh:113676,,R 8963 / 362,,Nederlands,remarks
tg:lhbr:226340,c2cb4927-0161-5a79-a391-d778bf146837,Items,1,tr:lh:7411,196261/ab,isad:lh:81680,A 2335 / B2,,,Nederlands,remarks
tg:lhbr:292749,5411d4c8-de0e-5411-acb7-e8e8df82efc9,Items,1,tr:lh:5301,104539/7a-b,isad:lh:177073,B 851 / B2,,,Nederlands,remarks
tg:lhbr:131829,df09b5cb-669c-5e1b-a9c2-41cf25c2dd94,Items,1,tr:lh:6936,173021/11a-d,isad:lh:2607,A 493 / B2 (KASKA),,,Nederlands,remarks
tg:lhbr:70989,bad64591-470e-521f-a955-08f051f3ee62,Items,1,tr:lh:6479,158835/215,isad:lh:32040,L 5335 / B2,,,Nederlands,remarks
tg:lhbr:221485,a02b2700-6370-51ae-9dc3-0c39345240cd,Items,1,tr:lh:7336,186663/55,isad:lh:80166,S 59 / Archief J,,,Nederlands,remarks
tg:lhbr:23811,6844b623-7a64-5386-996f-66fc45051f60,Items,1,tr:lh:2317,43800/522,isad:lh:11888,C 1252 / B,,,Nederlands,remarks
tg:lhbr:105475,1a9441b7-e8e0-5ae2-933b-f2ca111c18a4,Items,1,tr:lh:2317,43801/95,isad:lh:44773,M 896 / B,,,Nederlands,remarks
tg:lhbr:153215,d3a73185-d930-5b95-a3be-0d93ea3b703a,Items,1,tr:lh:4768,93521/2,isad:lh:63127,V 5243 / B,,,Nederlands,remarks
tg:lhbr:198311,17e4109a-a88b-5dc3-8d1c-f3334d249e38,Items,1,tr:lh:6598,166196/3166a-b,isad:lh:74984,B 417 / B2,,,Nederlands,remarks
tg:lhbr:178145,814d4dd6-c973-53f8-8345-317514efcc81,Items,1,tr:lh:7000,176933/4,isad:lh:141045,S 935 / B2,,,Nederlands,remarks
tg:lhbr:94337,3fa26543-0702-5fed-9759-a0d5ca72d905,Items,1,tr:lh:5778,119166/2-3,isad:lh:40256,K 9882 / B,,,Nederlands,remarks
tg:lhbr:211033,2facaefc-f5e8-5654-9cc4-68083c623d96,Items,1,tr:lh:6465,158594/44a-b,isad:lh:76270,S 7904 / B2 (1968-1969),,,Nederlands,remarks
tg:lhbr:247653,b29d4507-643f-5f39-83d3-6d8b15b061e6,Items,1,tr:lh:517,9916/78,isad:lh:22107,D 9653/B,,,Nederlands,remarks
tg:lhbr:22703,47ba07f0-827e-5312-8140-a184952ce107,Items,1,tr:lh:2374,44996/34,isad:lh:11531,B 7118 / B,,,Nederlands,remarks
tg:lhbr:74163,c5461385-4e02-59bb-905a-5b7ca119a40e,Items,1,tr:lh:5558,110173/4,isad:lh:33398,H 7685 / B,,,Nederlands,remarks
tg:lhbr:164166,78eda409-db74-5f0a-b524-5706972f4bc6,Items,1,tr:lh:7314,,isad:lh:66960,FVCA / B2 (1944-1961),,,Nederlands,remarks
tg:lhbr:132706,1fcb3248-a83d-5cf9-8f9c-8b4a68f0fd79,Items,1,tr:lh:5863,125451/1,isad:lh:55576,S 576 / B,,,Nederlands,remarks
