brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhph:154,cb37a2c0-950e-508a-9287-708c5b615aa3,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1923-1924/30-50a),,,,,Nederlands,remarks
tg:lhph:42010,3d7b0270-fee3-5fa4-a277-e1f41e6c768f,Items,1,tr:lh:7406,196140/6,isad:lh:95295,W 4897 / P (bis),,,,,Nederlands,remarks
tg:lhph:23503,65df101f-47af-5681-ac6f-fc7052fabcc8,Items,1,,126281/12,,I 556 / P,,,,,Nederlands,remarks
tg:lhph:15962,210cca08-1bae-5734-a660-bc33dafeedf9,Items,1,tr:lh:4895,97871/5,,G 1855 / P,,,,,Nederlands,remarks
tg:lhph:4363,9abcd786-3f66-59d3-b42c-fe5bc5129b61,Items,1,,119942/a,,A 24942 / P,,,,,Nederlands,remarks
tg:lhph:37110,7ec7878a-4e2b-52f9-a770-12ad8fbefea1,Items,1,,216495/1,,L 776 / P,,,,,Nederlands,remarks
tg:lhph:1161,4017badb-137b-5d83-a1a1-2b248a4907d5,Items,1,tr:lh:4791,95211/2,isad:lh:93120,B 708 / P,,,,,Nederlands,remarks
tg:lhph:52913,9a6797b7-c9b0-5d7b-b77c-4ef65c98ebcd,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11991,S 935 / 490,,,Nederlands,remarks
tg:lhph:4699,30498053-4812-5fe6-ab3b-31d029afb798,Items,1,tr:lh:5824,122238/3,isad:lh:93641,A 341 / P,,,,,Nederlands,remarks
tg:lhph:32312,c2c77242-6e88-54cb-af64-f331313431fc,Items,1,tr:lh:6444,158227/19,isad:lh:93254,J 422 / P,,,,,Nederlands,remarks
tg:lhph:19042,1ea14782-0a2b-580b-bcba-4d7365ecf761,Items,1,,179155/2,,H 6555 / P,,,,,Nederlands,remarks
tg:lhph:53601,75beb614-98d8-5bc1-b4df-bfc3459696d9,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,,Nederlands,remarks
tg:lhph:26701,80b2946a-dea8-590d-b198-698304ba8291,Items,1,tr:lh:3875,74199/3,isad:lh:93761,V 3742 / P,,,,,Nederlands,remarks
tg:lhph:26701,80b2946a-dea8-590d-b198-698304ba8291,Items,2,tr:lh:6798,168359/4,isad:lh:93207,V 3742 / P,,,,,Nederlands,remarks
tg:lhph:26701,80b2946a-dea8-590d-b198-698304ba8291,Items,3,tr:lh:5428,106520/2,isad:lh:95159,P 27268 / P,,,,,Nederlands,remarks
tg:lhph:11472,f977c45a-5146-5d31-a583-3b849eef4ce2,Items,1,tr:lh:7885,234067,isad:lh:93241,M 585 / P,,,,,Nederlands,remarks
tg:lhph:47212,4773da56-025b-57de-b370-dae3a96c559e,Items,1,,221162/68,isad:lh:146741,P 505 / P (II),,,,,Nederlands,remarks
tg:lhph:9551,0a2301f3-6a90-5ace-b1c5-14f4b691dbdd,Items,1,tr:lh:1785,31835/2,isad:lh:94075,S 59 / P,,,,,Nederlands,remarks
tg:lhph:27813,22de4353-6bec-5560-a81c-1001c8f843d4,Items,1,tr:lh:4231,81775/72,isad:lh:93123,V 36695 / P,,,,,Nederlands,remarks
tg:lhph:23153,2a395afa-78c7-57e1-a827-6f74c7f3e196,Items,1,tr:lh:5113,101045/53,,N 135 / P,,,,,Nederlands,remarks
tg:lhph:24696,26bcf1bd-7a1e-58df-8f2f-b8fe31bb4144,Items,1,tr:lh:7369,195776/12,isad:lh:95064,N 4935 / P,,,,,Nederlands,remarks
tg:lhph:42440,cdc3e91f-86ba-53ce-b55e-666b937b6ed3,Items,1,tr:lh:2659,52768/14,,B 8202 / P,,,,,Nederlands,remarks
tg:lhph:14220,1f6c42af-191e-5ea3-ab0d-d1d6c50b0c22,Items,1,tr:lh:3204,63768/26,isad:lh:93032,D 2035 / P,,,,,Nederlands,remarks
tg:lhph:25984,6d79fede-e9cf-5389-943d-361a372a526f,Items,1,tr:lh:7704,200298/43,isad:lh:94325,B 8596 / P,,,,,Nederlands,remarks
tg:lhph:45385,d8694234-1b21-59fe-8f56-f99606b8ab40,Items,1,tr:lh:6511,160059/80,isad:lh:94488,D 2969 / P,,,,,Nederlands,remarks
tg:lhph:4733,aebeac4e-3a94-58de-81b2-c2b176644e1d,Items,1,tr:lh:5108,100959/2,isad:lh:93659,A 341 / P,,,,,Nederlands,remarks
tg:lhph:30285,c8173393-0a8f-5555-a5f3-a8bd23c630e4,Items,1,tr:lh:9510,218458/202,isad:lh:95309,B 1183 / P (NEG0019/3/6),,,,,Nederlands,remarks
tg:lhph:37540,e0dd9ddf-19c6-5710-85f9-e2cfcd59a200,Items,1,tr:lh:2459,47487/73,isad:lh:93178,B 46743 / P,,,,,Nederlands,remarks
tg:lhph:5821,18285b61-5f23-523c-b3ac-e561bca587db,Items,1,,234798/253,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:53251,033b6d71-6a6e-525f-8a93-0a10c29e91c8,Items,1,tr:lh:140159,,isad:lh:156055,D 125 / P (1)(28),,,,,Nederlands,remarks
tg:lhph:35087,9bba57de-c2ad-5af4-b445-6b9b8538ac2f,Items,1,tr:lh:9510,218458/1423,isad:lh:95309,B 1183 / P (NEG00150/4/4),,,,,Nederlands,remarks
tg:lhph:19412,80ec2def-1332-5d3c-9725-b04ece044971,Items,1,tr:lh:7859,203626/853,isad:lh:94873,M 224 / P (NEG0032/6/14),,,,,Nederlands,remarks
tg:lhph:32742,031efa52-5cf1-5c61-9bf4-941c5ba5adf1,Items,1,tr:lh:3231,64362/4,,J 4638 / P,,,,,Nederlands,remarks
tg:lhph:47642,809de595-9970-5161-87b0-36a55896d6ce,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,remarks
tg:lhph:11022,dc46e8ef-2e5d-5b5a-9cc7-73db5b4592fc,Items,1,,45253,,R 745 / P,,,,,Nederlands,remarks
tg:lhph:11022,dc46e8ef-2e5d-5b5a-9cc7-73db5b4592fc,Items,2,tr:lh:2869,57378/13,isad:lh:93191,R 745 / P,,,,,Nederlands,remarks
tg:lhph:9101,cc510201-4840-524f-9ebe-40f0128765ed,Items,1,,183586/5,,S 4153 / P,,,,,Nederlands,remarks
tg:lhph:40187,71303879-48d6-533e-baf5-2376d3d5be5f,Items,1,tr:lh:9510,218458/2978,isad:lh:95309,B 1183 / P (NEG00318/4/1),,,,,Nederlands,remarks
tg:lhph:26351,4264df85-ade4-5616-b4e5-404c493198bb,Items,1,tr:lh:5698,115238/165-166,isad:lh:95146,O 42 / P,,,,,Nederlands,remarks
tg:lhph:46950,666b6b1a-9c12-5d2b-ac9f-4b1c0ee3939f,Items,1,,73694/1,,E 2331 / P,,,,,Nederlands,remarks
tg:lhph:21494,6aa35a94-baf0-5aa6-8fd6-da7197fa860f,Items,1,tr:lh:7314,203647/113,isad:lh:92943,FVCA / P (Derden),,,,,Nederlands,remarks
tg:lhph:19107,6e0dcdf3-e5c5-5674-a66c-2d4143177bba,Items,1,tr:lh:7859,203626/655,isad:lh:94873,M 224 / P (NEG0024/3/14),,,,,Nederlands,remarks
tg:lhph:32257,20b26654-f317-5bea-871a-9217525e404a,Items,1,tr:lh:6444,158224/39,isad:lh:93254,J 422 / P (III),,,,,Nederlands,remarks
tg:lhph:3019,82c172a3-2645-5680-b157-bd2e21abeded,Items,1,tr:lh:3629,70755/4,,V 4835 / P,,,,,Nederlands,remarks
tg:lhph:3019,82c172a3-2645-5680-b157-bd2e21abeded,Items,2,tr:lh:4450,85763/2,isad:lh:93341,V 4835 / P,,,,,Nederlands,remarks
tg:lhph:3019,82c172a3-2645-5680-b157-bd2e21abeded,Items,3,tr:lh:6961,173960/1,isad:lh:93343,V 4835 / P,,,,,Nederlands,remarks
tg:lhph:1024,cba55db9-9489-5ff5-a31f-f80868bf238b,Items,1,tr:lh:3033,60532,,B 708 / P,,,,,Nederlands,remarks
tg:lhph:52856,314599f1-ff0b-5c11-9173-8ac22dafe299,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11833,S 935 / 490,,,Nederlands,remarks
tg:lhph:35592,f98669d0-d1af-5f08-aba8-32da58484335,Items,1,tr:lh:6898,170828/1,isad:lh:95492,L 319 / P,,,,,Nederlands,remarks
tg:lhph:53744,1458437e-0b0f-5aaf-880c-9128f2c41745,Items,1,tr:lh:140159,,isad:lh:176325,D 125 / P (2) (23),,,,,Nederlands,remarks
tg:lhph:51779,68bdccb4-3088-5072-b310-c388c61d4b70,Items,1,tr:lh:7693,,isad:lh:152104,,,G 4933 / 32,,,Nederlands,remarks
tg:lhph:54081,66b74cd4-a699-59db-a7c2-f5919cdfef80,Items,1,tr:lh:140159,,isad:lh:183268,D 125 / P (3) 19,,,,,Nederlands,remarks
tg:lhph:24679,6afb3f17-b999-5d4d-9bbb-87ba69fccd37,Items,1,tr:lh:3837,73775/1,,N 4775 / P,,,,,Nederlands,remarks
tg:lhph:21181,2db26f18-0222-5192-8e9a-8379bf436b79,Items,1,tr:lh:6566,162303/23,isad:lh:94950,H 6995 / P,,,,,Nederlands,remarks
tg:lhph:39948,7b0d4e1e-b8d3-520b-be80-f0afa66697cf,Items,1,,126388/3,,M 4031 / P,,,,,Nederlands,remarks
tg:lhph:26644,f601234e-0538-5d21-b2e7-e868196211a8,Items,1,tr:lh:683,13512/12,isad:lh:93551,V 358 / P,,,,,Nederlands,remarks
tg:lhph:9414,f1f5fe45-82c2-5b38-a0e6-1c53042fcc70,Items,1,tr:lh:4162,82162,,C 1253 / P,,,,,Nederlands,remarks
tg:lhph:9414,f1f5fe45-82c2-5b38-a0e6-1c53042fcc70,Items,2,,,,C 1253 / P,,,,,Nederlands,remarks
tg:lhph:40492,280ebe4a-283a-5a52-b4fe-9d446cf5c2c5,Items,1,,101765,,M 528 / P,,,,,Nederlands,remarks
tg:lhph:27956,55fb43ff-5eb0-5fdd-b05a-1ff7b2ba98a1,Items,1,tr:lh:7142,178455/20,isad:lh:93773,P 568 / P,,,,,Nederlands,remarks
tg:lhph:11537,2e8f7871-7110-580e-8b03-94c99fdd61c3,Items,1,tr:lh:2521,50036/2,isad:lh:93115,S 846 / P,,,,,Nederlands,remarks
tg:lhph:40168,2b9b1d70-e0e5-5fa1-8abb-4d61d415db65,Items,1,tr:lh:6989,174470/9,isad:lh:92953,M 43828 / P,,,,,Nederlands,remarks
tg:lhph:16708,a6a643c1-3a58-583b-a1a4-60f4a1172ec3,Items,1,tr:lh:6713,166436/21,,RR 62 / P,,,,,Nederlands,remarks
tg:lhph:45690,98836cc7-88dc-5c47-8186-20cafe9a66a2,Items,1,tr:lh:2044,38322/5,isad:lh:97861,D 476 / P,,,,,Nederlands,remarks
tg:lhph:42155,3a7e838f-dd24-56b6-9b45-d82b568be456,Items,1,tr:lh:5834,122794/8,isad:lh:93121,B 7615 / P,,,,,Nederlands,remarks
tg:lhph:14735,c6769a1f-58dc-5d29-a91a-98d283c59dce,Items,1,tr:lh:6884,170444/13,isad:lh:94569,D 3523 / P,,,,,Nederlands,remarks
tg:lhph:24383,ce268649-4e0b-572b-997d-e1fb49fa039b,Items,1,tr:lh:3942,76122/3,,T 3462 / P,,,,,Nederlands,remarks
tg:lhph:15827,3d747a1f-3d4c-5ecf-90ce-d6760709916c,Items,1,tr:lh:2991,60189/2,,F 2695 / P,,,,,Nederlands,remarks
tg:lhph:44982,46d2700b-2e55-5c9d-9f13-840ab294fee1,Items,1,,32924/1,,D 156 / P,,,,,Nederlands,remarks
tg:lhph:23446,7d3cba41-dcb4-56b8-a99a-23289f7dc5ea,Items,1,tr:lh:3204,63773/23,isad:lh:93032,M 767 / P,,,,,Nederlands,remarks
tg:lhph:31882,f667c3e2-ecc4-5019-b252-3e49ca84781d,Items,1,tr:lh:4026,76868/1,,J 416 / P,,,,,Nederlands,remarks
tg:lhph:51283,ee7b69c7-eb2d-58e7-883e-554ebf8db0ed,Items,1,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - GLN000366,S 935 / 1036,,,Nederlands,remarks
tg:lhph:51283,ee7b69c7-eb2d-58e7-883e-554ebf8db0ed,Items,2,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - STR10761,S 935 / 484,,,Nederlands,remarks
tg:lhph:37055,f86374ed-a330-50e3-a1ed-aeca6e52853c,Items,1,tr:lh:1122,19840/1,,L 776 / P,,,,,Nederlands,remarks
tg:lhph:35068,67253e62-3e8c-5d53-a91d-0033f2617ff2,Items,1,,46357,,L 246 / P (II),,,,,Nederlands,remarks
tg:lhph:4226,dc17e566-48e0-55f5-8d42-c73ae7c4c094,Items,1,tr:lh:3943,75115/2,,A 2335 / P,,,,,Nederlands,remarks
tg:lhph:48558,b9edb968-bc80-5a1e-8a79-7a12677838f9,Items,1,tr:lh:3134,,isad:lh:93789,M 736 / x,,,,,Nederlands,remarks
tg:lhph:30790,ec4bf5d8-7652-5841-92a6-2d2bb2343be9,Items,1,tr:lh:5030,99488/10,,G 4125 / P,,,,,Nederlands,remarks
tg:lhph:31928,fefb01ba-05a6-571c-a2e9-eda3326c54b6,Items,1,tr:lh:3941,75770/4,,V 9132 / P,,,,,Nederlands,remarks
tg:lhph:53314,64c48151-fd99-5014-8543-4a6f9b71f1f9,Items,1,,27381,isad:lh:94137,,,,,,Nederlands,remarks
tg:lhph:51329,bdf623a7-eaaf-561c-86fc-0fd33c419d35,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000419,S 935 / 1041,,,Nederlands,remarks
tg:lhph:33915,7ebca837-b4ce-583a-8d1f-6828a737a47f,Items,1,tr:lh:2894,60095/7,isad:lh:93095,B 1333 / P (Portretten tot 1920.),,,,,Nederlands,remarks
tg:lhph:3449,97d1e2c7-8e97-567b-9203-a766ddd38b3d,Items,1,tr:lh:3861,74009/6,,G 994 / P,,,,,Nederlands,remarks
tg:lhph:32607,de4f6fa7-c202-5b8e-b199-523ed514cdc7,Items,1,tr:lh:9510,218458/823,isad:lh:95309,B 1183 / P (NEG0081/2/C),,,,,Nederlands,remarks
tg:lhph:19557,01b771ed-80f3-54c8-bf8f-13428f99d02b,Items,1,tr:lh:7763,201208/1,isad:lh:94905,M 8235 / P (map IV-V),,,,,Nederlands,remarks
tg:lhph:1474,5509e5df-d0bc-5029-b88e-26b044b8bbcf,Items,1,,107138,,S 395 / P,,,,,Nederlands,remarks
tg:lhph:9044,7a26d77d-abac-50a2-b058-6d119f7f7b52,Items,1,tr:lh:6726,166713/7,isad:lh:94022,S 3951 / P,,,,,Nederlands,remarks
tg:lhph:11167,7c8f5b2d-f573-5b4b-81e7-675d4bd13329,Items,1,,57921/21,,T 3477 / P,,,,,Nederlands,remarks
tg:lhph:24229,09aa7cee-c8f2-54fa-8c57-c8fea4f8ba72,Items,1,tr:lh:5253,103387/3,isad:lh:95015,V 15543 / P,,,,,Nederlands,remarks
tg:lhph:46815,1a5dda24-2360-510a-9ff5-103ab038ee69,Items,1,tr:lh:6294,146105/2,isad:lh:152920,E 147 / P,,,,,Nederlands,remarks
tg:lhph:26214,78c3b4dd-dfd8-5a19-a414-98e85b115fa7,Items,1,tr:lh:1478,26862/1,isad:lh:95138,T 382 / P,,,,,Nederlands,remarks
tg:lhph:26214,78c3b4dd-dfd8-5a19-a414-98e85b115fa7,Items,2,tr:lh:1795,31968,,,,,,,Nederlands,remarks
tg:lhph:26214,78c3b4dd-dfd8-5a19-a414-98e85b115fa7,Items,3,tr:lh:5832,123650/35,isad:lh:93067,F 162 / P,,,,,Nederlands,remarks
tg:lhph:23016,60ac9685-2c61-5898-a22c-5b1dc72dd77b,Items,1,,178964/5,,T 118 / P,,,,,Nederlands,remarks
tg:lhph:16358,63c3f759-5ff6-55d0-bbbb-33713aeaa78f,Items,1,tr:lh:3852,74053/3,,G 6034 / P,,,,,Nederlands,remarks
tg:lhph:40538,8d63b372-1408-5aa6-9258-bb8de7985499,Items,1,tr:lh:9510,218458/3093,isad:lh:95309,B 1183 / P (NEG00332/3/23),,,,,Nederlands,remarks
tg:lhph:14365,be6b7fe6-9649-560e-9123-01fe606dc22d,Items,1,tr:lh:3838,74046/5,,D 2685 / P,,,,,Nederlands,remarks
tg:lhph:441,c5f86463-f806-5b21-96a2-e2d1fffd6c4e,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P (1930/40),,,,,Nederlands,remarks
tg:lhph:37405,086242e7-dbbb-5bbb-90b4-1e9eca1f45d2,Items,1,tr:lh:2459,47487/63,isad:lh:93178,B 46743 / P,,,,,Nederlands,remarks
tg:lhph:4676,0d4a60f8-55ab-5f10-9a2c-a552683a9aff,Items,1,tr:lh:348,8412,,S 196 / P,,,,,Nederlands,remarks
tg:lhph:35438,9020f5f2-d837-5465-b7d6-eda82472b67d,Items,1,,2221,,L 2971 / P,,,,,Nederlands,remarks
tg:lhph:5964,2cd9e5e5-7678-52b9-9653-29e64beeae07,Items,1,tr:lh:5510,114123/102,isad:lh:93022,V 4655 / P,,,,,Nederlands,remarks
tg:lhph:7959,53d420aa-94fe-57ca-8056-a566b1ca3846,Items,1,tr:lh:4504,86760,,G 994 / P,,,,,Nederlands,remarks
tg:lhph:34383,1dfb3841-0562-50ea-a832-97fc7238f1f6,Items,1,tr:lh:9510,218458/1235,isad:lh:95309,B 1183 / P (NEG00128/4/33),,,,,Nederlands,remarks
tg:lhph:2608,48b4f909-675f-5a70-8694-2d3ba97abe01,Items,1,tr:lh:6603,163141/842,isad:lh:93324,G 395 / P,,,,,Nederlands,remarks
tg:lhph:33446,4ae8b47f-ae5f-5bf0-9a0c-4373a8e96196,Items,1,tr:lh:1602,28779,,K 404 / P,,,,,Nederlands,remarks
tg:lhph:18716,e9d2a524-2ab9-5354-a2e0-223e700ea40c,Items,1,tr:lh:3075,61136/99a,isad:lh:93041,H 635 / P,,,,,Nederlands,remarks
tg:lhph:19804,e102ca5a-6a43-5531-adbe-55870cf3752c,Items,1,tr:lh:7859,203626/1113,isad:lh:94873,M 224 / P (NEG0041/4/22),,,,,Nederlands,remarks
tg:lhph:19804,e102ca5a-6a43-5531-adbe-55870cf3752c,Items,2,tr:lh:9854,219752/7,isad:lh:93780,W 213 / P,,,,,Nederlands,remarks
tg:lhph:1927,1d8eb2e9-8658-5956-b88f-9eb2e49573fd,Items,1,tr:lh:7322,185654/45,,DD 234 / P,(Fotodepot bovenste rek),,,,Nederlands,remarks
tg:lhph:52155,4b10ffad-e247-53fb-a703-968ea356313a,Items,1,tr:lh:3032,,isad:lh:160052,,,B 708 / P,,,Nederlands,remarks
tg:lhph:27055,ec464d77-1a3d-5f02-8a69-79d8145b0e90,Items,1,tr:lh:3809,73298/2,,P 285 / P,,,,,Nederlands,remarks
tg:lhph:25068,f19de148-5850-57c6-baad-3e1d451e8624,Items,1,tr:lh:3075,61136/77b,isad:lh:93041,V 3452 / P,,,,,Nederlands,remarks
tg:lhph:20790,46dd8e7c-5c1b-5e48-9fd1-9ae2be5e45aa,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1950-1952/111),,,,,Nederlands,remarks
tg:lhph:10326,1667aad9-7935-5668-8c30-8fa956dfc137,Items,1,tr:lh:3350,66536/3,,D 125 / P,,,,,Nederlands,remarks
tg:lhph:10326,1667aad9-7935-5668-8c30-8fa956dfc137,Items,2,,97603/2,isad:lh:176325,D 125 / P (2) (31),,,,,Nederlands,remarks
tg:lhph:46546,c129ece5-568f-5d71-abcf-ffc0fc80faaf,Items,1,,203872/123,isad:lh:93917,P 3445 / P,,,,,Nederlands,remarks
tg:lhph:21882,2aa2b9b3-3b5b-5228-b341-cd3ea7ea8dea,Items,1,,4179/20,,H 815 / P,,,,,Nederlands,remarks
tg:lhph:8205,4ee4a792-56c3-5bd9-ae7e-fd2a6212cd61,Items,1,,75156/2,,W 803 / P,,,,,Nederlands,remarks
tg:lhph:41283,bf489074-70d9-5ef0-b2ba-3e3a0caa7ef1,Items,1,tr:lh:3134,63106/31,isad:lh:93789,M 736 / P (I-III),,,,,Nederlands,remarks
tg:lhph:15124,13ec05a9-0a03-5f40-9c1a-519bcfdbd860,Items,1,tr:lh:7691,200151/2,,D 86788 / P,,,,,Nederlands,remarks
tg:lhph:17119,1f4bd9f1-735b-5c5c-a1b5-dc3eb346cfad,Items,1,tr:lh:952,18037,isad:lh:94828,H 267 / P,,,,,Nederlands,remarks
tg:lhph:41779,017709ab-a202-53ee-a3d6-de9f989df33c,Items,1,tr:lh:3832,73726/6,,W 7562 / P,,,,,Nederlands,remarks
tg:lhph:44081,53831151-6e59-5757-ab80-b2e12d56332a,Items,1,tr:lh:9982,220279/45,isad:lh:95749,VV 515 / P,,,,,Nederlands,remarks
tg:lhph:22257,911816f8-4faf-5f96-ab26-94ac7db89b2e,Items,1,tr:lh:1492,27493/268,,S 9981 / P,,,,,Nederlands,remarks
tg:lhph:22257,911816f8-4faf-5f96-ab26-94ac7db89b2e,Items,2,tr:lh:4759,92930/53,isad:lh:93149,S 9981 / P,,,,,Nederlands,remarks
tg:lhph:22257,911816f8-4faf-5f96-ab26-94ac7db89b2e,Items,3,tr:lh:5683,114971/1,isad:lh:93140,S 9981 / P,,,,,Nederlands,remarks
tg:lhph:42856,bd0c4a78-c1e5-5289-946a-a53cefc6a852,Items,1,tr:lh:7191,179166/106,isad:lh:93778,B 9078 / P,,,,,Nederlands,remarks
tg:lhph:25592,e127f834-d4f7-5323-8d9a-2ce319517e06,Items,1,,201220,,W 132 / P,,,,,Nederlands,remarks
tg:lhph:37956,79b0e675-bdc4-5ed3-a908-14be9c6d8a90,Items,1,tr:lh:6376,148919/t,,M 1934 / P (A2),,,,,Nederlands,remarks
tg:lhph:5437,6e32466b-7cbd-5d0c-888a-7bc6835e1a34,Items,1,tr:lh:7586,198481/0126,isad:lh:93725,T 3465 / P,,,,,Nederlands,remarks
tg:lhph:34679,41b491b9-cdd4-5734-bbd9-db069ba9489a,Items,1,tr:lh:6947,173393/40,isad:lh:95444,L 1628 / P (II),,,,,Nederlands,remarks
tg:lhph:31181,7d8da93b-3d8d-5dc4-b882-1f1e9c0c4c8c,Items,1,tr:lh:5898,138388/2,isad:lh:95338,G 7343 / P,,,,,Nederlands,remarks
tg:lhph:29948,81d4d426-0044-5fee-aa39-e17005baa52c,Items,1,tr:lh:9510,218458/83,isad:lh:95309,B 1183 / P (NEG0008/4/42),,,,,Nederlands,remarks
tg:lhph:36644,2ea3d2b3-b783-5d52-af0d-00fde68d7cc7,Items,1,tr:lh:6603,163141/645b,isad:lh:93324,G 395 / P,,,,,Nederlands,remarks
tg:lhph:52505,e8cc321c-e36f-5b8d-a608-1426ffdba7d6,Items,1,tr:lh:923,,isad:lh:162422,D 325 / 1011,,,,,Nederlands,remarks
tg:lhph:18346,022c79b6-f6e9-5127-878f-973705ef5932,Items,1,tr:lh:7859,203626/204,isad:lh:94873,M 224 / P (NEG0006/7/33),,,,,Nederlands,remarks
tg:lhph:33016,d401a3e1-83af-5da3-940d-9c6493b4dc70,Items,1,tr:lh:9510,218458/928,isad:lh:95309,B 1183 / P (NEG0093/4/21 tot 25),,,,,Nederlands,remarks
tg:lhph:2258,3372a74d-509d-55a1-bc2f-85903c02e9bf,Items,1,tr:lh:7327,185970/9,isad:lh:93182,P 45 / P,,,,,Nederlands,remarks
tg:lhph:46116,70d02221-045d-58dd-b08a-836c28bf3327,Items,1,tr:lh:3327,203855/37,isad:lh:109801,C 395 / ARC (374),,,,,Nederlands,remarks
tg:lhph:10776,0ccb421e-46fb-54f3-8d27-6323af068ec3,Items,1,tr:lh:833,16060,,U 956 / P,,,,,Nederlands,remarks
tg:lhph:10776,0ccb421e-46fb-54f3-8d27-6323af068ec3,Items,2,tr:lh:5834,122793/336,isad:lh:92962,U 956 / P,,,,,Nederlands,remarks
tg:lhph:8655,c6f10e13-5c91-53ec-803c-4cbc9eb9a430,Items,1,tr:lh:1605,28831/2,,S 112 / P,,,,,Nederlands,remarks
tg:lhph:9947,2fe3f57a-b937-5e9f-ab6f-27a5482f00a0,Items,1,tr:lh:7192,179231/25,isad:lh:94095,S 5947 / P,,,,,Nederlands,remarks
tg:lhph:13859,72a7f635-bcee-5142-8cbb-5b5233f51bb8,Items,1,,47594,isad:lh:93780,C 3473 / P,,,,,Nederlands,remarks
tg:lhph:13859,72a7f635-bcee-5142-8cbb-5b5233f51bb8,Items,2,,220545/5,isad:lh:93780,C 3473 / P,,,,,Nederlands,remarks
tg:lhph:27405,3e81ad5a-99c4-57de-af0f-7bdf1a9c7df2,Items,1,tr:lh:7414,196532/4,isad:lh:93514,V 486 / P,,,,,Nederlands,remarks
tg:lhph:25438,40e4bf22-172e-5491-9652-572ae316bcb9,Items,1,tr:lh:7501,218195/6,,T 37 / P,,,,,Nederlands,remarks
tg:lhph:11864,ae4e49eb-7096-5df3-8ef6-54538918aa61,Items,1,tr:lh:6836,168762/1,isad:lh:94247,C 2843 / P,,,,,Nederlands,remarks
tg:lhph:22607,8d95bf33-4dbe-51c3-812a-08edff613fc8,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P ((GF)1899-1909/5),,,,,Nederlands,remarks
tg:lhph:21928,7a00ceb1-30af-5698-9dbe-9ac6b18de832,Items,1,tr:lh:139964,,isad:lh:163290,,Bruikleen Vlaamse Gemeenschap - STR13072,S 935 / 495,,,Nederlands,remarks
tg:lhph:43314,abdcbc30-693f-5265-9560-55e9509f117f,Items,1,tr:lh:5584,111577/80,isad:lh:93015,M 656 / P,,,,,Nederlands,remarks
tg:lhph:15574,607a3fab-3a0b-5ef9-a17c-46b1c4b927d5,Items,1,,103149/5,,E 3745 / P,,,,,Nederlands,remarks
tg:lhph:41329,80b42192-c495-5792-8c45-c60fd78dc183,Items,1,,239906,,M 76295 / P,,,,,Nederlands,remarks
tg:lhph:17549,1910e9a3-1ea4-5760-ab00-7c8cdafce6c6,Items,1,tr:lh:1492,27493/26,,H 51 / P,,,,,Nederlands,remarks
tg:lhph:23915,4f7592ef-365b-5b33-920c-7825c7cf9797,Items,1,tr:lh:3590,69894/70,isad:lh:95005,M 8235 / P (map III),,,,,Nederlands,remarks
tg:lhph:34229,18a150b2-7176-5b2b-b6e4-f8b30a2c8ad5,Items,1,tr:lh:277,5316,isad:lh:95421,W 173 / P,,,,,Nederlands,remarks
tg:lhph:34229,18a150b2-7176-5b2b-b6e4-f8b30a2c8ad5,Items,2,tr:lh:3043,60747/4,,W 173 / P,,,,,Nederlands,remarks
tg:lhph:5067,e58caa9e-7327-53a3-9d7c-592fa41ddc3c,Items,1,tr:lh:4094,79271/4,isad:lh:93708,A 4107 / P,,,,,Nederlands,remarks
tg:lhph:5067,e58caa9e-7327-53a3-9d7c-592fa41ddc3c,Items,2,tr:lh:5585,111601/14,,A 4107 / P,,,,,Nederlands,remarks
tg:lhph:36214,63a0fb01-8fc7-58e7-bc27-68ba7554532b,Items,1,tr:lh:6415,148738/55,isad:lh:93559,W 508 / P,,,,,Nederlands,remarks
tg:lhph:28524,277e3cc5-b1d9-5414-aeed-051d346eee1a,Items,1,tr:lh:6591,162958/5,isad:lh:95230,V 3915 / P,,,,,Nederlands,remarks
tg:lhph:6866,2b4c2136-8047-522b-94aa-32a4c4ca200a,Items,1,tr:lh:7601,198980/27,isad:lh:93452,G 9947 / P,,,,,Nederlands,remarks
tg:lhph:18192,7ecc407c-5adc-5821-a887-efb614f8f450,Items,1,tr:lh:7859,203626/137,isad:lh:94873,M 224 / P (NEG0005/2/1),,,,,Nederlands,remarks
