brocade.id,ResourceID,card,order,Registration Number value,Archive Note,Warehouse Location (begin),adm.note,Serial Number,adm.note.language,adm.note.type
tg:mpmre:463,07f3cba8-39d3-5cdf-bc18-f40c8e852d18,Items,1,Arch. 262,isad:mpm:213,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:674,2632e351-3923-5f04-bfcd-5da74ebbbb50,Items,1,MR 41.02,isad:mpm:629,,,,Nederlands,remarks
tg:mpmre:224,762b7ec0-555f-5aad-804c-ba88055ce2fe,Items,1,Arch. 902,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:361,23c9c8da-184d-5824-af96-cb42fee11e52,Items,1,Arch. 234,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:418,079a71a1-8973-5c84-bfa8-9edf92be76b4,Items,1,Arch. 398,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:55,7e33a179-d2de-563a-a439-6fc55611c1e6,Items,1,Arch. 986,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:273,1f119afc-d0df-56dc-bac2-b8ae0003d325,Items,1,Arch. 947,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:623,bd13b03b-b197-51ae-a479-dea031c82da1,Items,1,Arch. 1392,isad:mpm:466,10 R 3 D,,,Nederlands,remarks
tg:mpmre:336,64be5b76-0d66-5b99-94ac-53b6e3b8112e,Items,1,Arch. 174,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:635,82d08413-622f-5235-a57d-517daf266ec4,Items,1,Arch. 39,isad:mpm:198,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:265,32f16b99-7e6f-5a7d-b324-38a365c9832b,Items,1,Arch. 939,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:320,59d871a1-e28e-5282-8d47-6dabf1c65ee6,Items,1,Arch. 63,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:459,621810a4-5a1d-5c74-bc60-1b1d180a7d01,Items,1,Arch. 261,isad:mpm:213,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:14,68f76659-8c1b-5870-8429-35342b437a15,Items,1,Arch. 478,isad:mpm:248,10 Q 6 D,,fol. 27-38,Nederlands,remarks
tg:mpmre:232,28f4ed42-9015-507d-9332-d7b38f2b33a8,Items,1,Arch. 910,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden;arch. 910 is ingebonden voor nr. 909,,Nederlands,remarks
tg:mpmre:398,3c831398-9528-5b2a-80dd-24006663b9f1,Items,1,Arch. 413,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:662,485dfa5c-cef3-5ce7-ae21-8e1b4ffc2ed1,Items,1,Arch. 315,isad:mpm:563,10 Q 5 D,,,Nederlands,remarks
tg:mpmre:377,528a2503-f80a-5a93-a539-13612dd4b221,Items,1,Arch. 250,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:43,2734d5e7-8d56-56b3-9375-963359cb5e68,Items,1,Arch. 975,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:42,7d82a947-8f09-570a-8df3-9ddf08c1ee27,Items,1,Arch. 973,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:233,08f4945e-497f-5a66-b57b-d89b5195a894,Items,1,Arch. 909,isad:mpm:305,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden;arch. 909 is ingebonden na nr. 910,,Nederlands,remarks
tg:mpmre:399,e33064b9-9e7c-5cd4-9977-97134f566857,Items,1,Arch. 414,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:663,8f19dd13-a728-5989-a065-c1287d8bcaf1,Items,1,Arch. 315,isad:mpm:276,10 Q 5 D,,los stuk vooraan,Nederlands,remarks
tg:mpmre:376,46e40f3b-ef71-5ef6-95b6-dca14b60591d,Items,1,Arch. 249,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:458,7b03e497-5d4d-500a-8e90-729d8e8965ff,Items,1,Arch. 43.3,isad:mpm:213,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:15,33ff15c5-5916-5dfc-a5dc-aa35df79a086,Items,1,Arch. 334,isad:mpm:248,10 Q 5 C,,fol. 4-39,Nederlands,remarks
tg:mpmre:634,12bdbe61-18eb-5f11-9e93-78b64eec6760,Items,1,SCH HF BA 237 bis,isad:mpm:465,15 Q 7 B,,,Nederlands,remarks
tg:mpmre:264,2ef2efe8-f413-56bc-b369-de47d5120796,Items,1,Arch. 938,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:321,79fc3e62-a723-5fcd-a535-2457657152b8,Items,1,Arch. 64,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:272,9114590c-b642-59ad-b2c2-7b3b6df45d65,Items,1,Arch. 946,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:622,35bf567d-17a2-5e8f-aed4-43dc17cc1111,Items,1,Arch. 1391,isad:mpm:466,10 R 3 D,,,Nederlands,remarks
tg:mpmre:337,08b1b5eb-0596-5a9a-8c60-4bf9bcc51710,Items,1,Arch. 175,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:419,6b6a41ff-653a-53b6-9078-ef6a527587e5,Items,1,Arch. 399,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:54,d1edf711-b7f0-5c83-88a6-cec0db16bfec,Items,1,Arch. 985,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:675,0e4f781f-6b03-5094-8eac-8d74df7d9dbc,Items,1,MR 41.03,isad:mpm:629,,,,Nederlands,remarks
tg:mpmre:225,9e790a07-5daf-5668-81c4-d0660ff32e0e,Items,1,Arch. 903,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:360,c27c0b7a-d3b0-5a08-be67-0b065af0d2d7,Items,1,Arch. 233,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:177,17f25ed5-6056-57ae-b1f4-c602918fabca,Items,1,Arch. 855,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:527,8031b728-cf44-5931-b809-282855eeea03,Items,1,Arch. 13,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:198,a0c20bfe-6af7-5ddc-9384-58a543f75c9d,Items,1,Arch. 877,isad:mpm:291,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:462,240e7502-a6f7-56f7-8f49-38ed05a3363b,Items,1,Arch. 1074,isad:mpm:213,10 R 8 A,,,Nederlands,remarks
tg:mpmre:78,761e0f54-9b9c-570a-9c40-f4a2b4a71e67,Items,1,Arch. 1005,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:570,facf9aab-550b-5542-b492-40728b9242f7,Items,1,Arch. 284,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:120,baa7dba7-f2dc-5168-92af-7edda48ba19e,Items,1,Arch. 1046,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:435,91f53d52-5f05-59ab-a202-5ef824595527,Items,1,Arch. 377,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:97,c3b1c633-1afb-5ff7-a99e-36fd6f506adc,Items,1,Arch. 1023,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:209,4cc85b49-0902-5681-8e8b-14558c4e1140,Items,1,Arch. 887,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:659,e8bcb62f-e214-5300-bbfb-891c13503851,Items,1,Arch. 301,isad:mpm:563,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:136,3c64357c-c201-5759-b34b-083b3d6df3f0,Items,1,Arch. 790,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:566,8808b458-6515-556e-a5e3-4838143c17d3,Items,1,Arch. 682,isad:mpm:364,10 Q 9 D,losse katern in Arch. 682,2,Nederlands,remarks
tg:mpmre:81,80421c8a-d975-597b-bc8c-c8a38ddc99e9,Items,1,Arch. 1008 (1),isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:589,a2799519-9e3b-540f-a441-96a6f644a3ad,Items,1,Arch. 1360,isad:mpm:446,10 R 4 B,,,Nederlands,remarks
tg:mpmre:423,0a6530c1-d10c-517e-809c-166326fb7110,Items,1,Arch. 367,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:39,f0eed900-7489-5ae3-a409-c487bad7713c,Items,1,Arch. 971,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:531,0bfda16b-8a32-5549-b3a8-c9b463232cbf,Items,1,Arch. 138,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:161,8fbf3011-1c91-5f74-b06b-e5ce514fbbc0,Items,1,Arch. 472,isad:mpm:278,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:474,491fd5f9-5c14-55cc-9182-7a7f4ba3fab7,Items,1,Arch. TS D,isad:mpm:332,15 R 1 A,,,Nederlands,remarks
tg:mpmre:248,de6e592e-10d4-5ada-a402-129aa6f20654,Items,1,Arch. 923 bis,isad:mpm:305,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:618,7a34a21f-27cb-57f6-9df9-58ac30a8eae9,Items,1,Arch. 1375,isad:mpm:466,10 R 4 A,,,Nederlands,remarks
tg:mpmre:395,f612bbff-08fa-5c0e-91d1-83c8e9485fd8,Items,1,Arch. 410,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:680,dbeb8daf-d1be-5ca5-b62f-1ec872e12959,Items,1,MR 42.05,isad:mpm:632,,,,Nederlands,remarks
tg:mpmre:403,a0fd4b2c-d938-502f-93fa-8dfa6aa53612,Items,1,Arch. 383,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:116,777bc791-0107-5582-9d3a-7dd69a951b9f,Items,1,Arch. 1042,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:546,5cd55214-037a-5360-975b-53865af21b47,Items,1,Arch. 299,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:268,1b7340b1-0e00-50da-8eab-191475fb3e8c,Items,1,Arch. 942,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:638,f9585a46-22d8-5b33-aae3-759088aad33c,Items,1,Arch. 3,isad:mpm:215,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:287,0131a270-45ee-5a0d-a6d0-26bbfefb3adf,Items,1,Arch. 961,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:454,54cf33f1-7cf8-5c48-b20b-a59181158bbb,Items,1,Arch. 35,isad:mpm:206,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:19,1b47097a-25f4-597a-ac1a-c113a21bd124,Items,1,Arch. 697,isad:mpm:249,10 Q 9 D,,fol. 1-39,Nederlands,remarks
tg:mpmre:511,f90bdf14-ff44-5763-bbda-3b491f4e227d,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,5,Nederlands,remarks
tg:mpmre:141,8bb62205-e6e3-57f6-9c8f-735f02bb9fee,Items,1,Arch. 792,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:291,2debd8ec-b5a8-50c9-ad17-af86ccf7d6bb,Items,1,Arch. 1093,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:442,a2798d75-58ad-53a0-8ffa-898a2b0bede2,Items,1,Arch. 267,isad:mpm:239,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:157,0b227af3-9c38-5688-ba46-0d8ac3f56711,Items,1,Arch. 819,isad:mpm:259,10 R 8 F,Los stuk tussen fol. 135-136,,Nederlands,remarks
tg:mpmre:507,f21d1aab-1740-5eac-9f31-9f287f0b391d,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,2,Nederlands,remarks
tg:mpmre:229,666ba394-59ca-5a95-a782-6f072eefcd66,Items,1,Arch. 907,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:383,2b0259bf-3fe1-5ab3-a524-104306543c27,Items,1,Arch. 256,isad:mpm:206,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:679,5d7b55ae-717e-5dd1-8de1-707546ab91c1,Items,1,MR 42.03,isad:mpm:583,,,,Nederlands,remarks
tg:mpmre:696,ef574ee1-fa09-5a07-8db0-9e4fbb89bd75,Items,1,Arch. 1461,isad:mpm:313,10 R 1 A,,1,Nederlands,remarks
tg:mpmre:415,947b5208-0aed-58ac-8426-4c88d71f9e2b,Items,1,Arch. 395,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:58,bedd11dd-c949-5d77-a19e-38028ac24e69,Items,1,Arch. 989,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:550,581fa28a-22a4-5856-94d2-84bf173f64c0,Items,1,Arch. 297,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:100,909910a5-57c9-57e9-8d7f-78df4bd860d2,Items,1,Arch. 1026,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:317,4476735e-a977-5198-9609-a3742a44f71f,Items,1,Arch. 60,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:252,b9e68be0-750f-53c1-8c51-2498987c8d76,Items,1,Arch. 927,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:602,5f62d2e6-cd4a-5590-94e6-d2fb7a52904b,Items,1,Arch. 1338,isad:mpm:465,10 R 4 C,,,Nederlands,remarks
tg:mpmre:23,0fafb61a-6f9a-55e6-ba1c-2ce8cfbd259c,Items,1,Arch. 666,isad:mpm:251,10 Q 8 A,,,Nederlands,remarks
tg:mpmre:481,a069021b-0ff3-5445-867e-0567f9c33234,Items,1,Arch. 739,isad:mpm:333,10 Q 9 A,Losse katern tussen fol. 221,,Nederlands,remarks
tg:mpmre:194,d972d6ae-b6b1-5001-bdcd-f33ddd34843b,Items,1,Arch. 872,isad:mpm:291,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:710,9b34ad1d-0f2b-5478-b91b-ad785ba62cc8,Items,1,Arch. 1073,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:340,10713ead-c04c-5141-baf9-81e964c05625,Items,1,Arch. 178,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:655,216463f6-3dde-50c3-b9cd-6dbae6913759,Items,1,Arch. 320,isad:mpm:207,10 Q 5 D,,,Nederlands,remarks
tg:mpmre:205,405ace51-59c7-57e2-94c3-0e0a909f67f8,Items,1,Arch. 883,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:74,b832437f-006c-54ad-8086-e8537abfaa61,Items,1,Arch. 1001,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:593,dfe78011-06a2-59de-84d9-6aaac1bb00b1,Items,1,Arch. 1372 (IV),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:439,c4fb98b5-a533-5102-8d90-ac50eca33517,Items,1,Arch. 687,isad:mpm:259,10 Q 9 D,Los stuk in het journaal van 1758 tussen fol. 7-8,,Nederlands,remarks
tg:mpmre:356,d54717f4-7b5c-56a3-9537-5994cd7f760a,Items,1,Arch. 229,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:706,70c635ac-cc0f-5e2c-a64a-253df5799d4d,Items,1,Arch. 1069,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:213,8ad7214c-ad2a-51e9-9793-fbbc899dcb3e,Items,1,Arch. 891,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:643,f9a74939-99fd-5f57-858c-1d9f92b8a699,Items,1,Arch. 18,isad:mpm:220,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:62,fff077f4-4148-5688-aedf-18ca46fe78dc,Items,1,Arch. 993,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:585,e41c315b-77ed-5033-8a72-18b4fc51094a,Items,1,Arch. 1345,isad:mpm:446,10 R 4 C,,,Nederlands,remarks
tg:mpmre:301,e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,Items,1,Arch. 1455,isad:mpm:307,10 R 3 B,,,Nederlands,remarks
tg:mpmre:614,fa6a45dc-26ad-56b4-92fe-a2f30d410b51,Items,1,Arch. 1387,isad:mpm:465,10 R 3 D,,,Nederlands,remarks
tg:mpmre:244,04bd8ebf-6e8f-58bb-882f-99aafa0c9193,Items,1,Arch. 920,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:497,f03b8fd6-9d73-5917-a1a5-2fbdf3c6e744,Items,1,Arch. 498,isad:mpm:201,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:35,a989cf65-86e5-5371-9fe3-a091c08dbe6b,Items,1,Arch. 967,isad:mpm:242,10 R 8 D,Los stuk,,Nederlands,remarks
tg:mpmre:182,a72fa5d4-f580-52c9-8568-b44154f4e30b,Items,1,Arch. 860,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:478,926b1a33-c250-5f05-bdc6-1b1f2c1d4b94,Items,1,Arch. 115,isad:mpm:208,10 Q 2 A,,,Nederlands,remarks
