Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:189,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:189/N,2dce4fd7-7958-5a1c-a125-ea25f1829829,BE-ANN14/gr/000000189,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2dce4fd7-7958-5a1c-a125-ea25f1829829'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:473,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:473/N,261778b7-9662-5487-888e-995cede97f05,BE-ANN14/gr/000000473,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/261778b7-9662-5487-888e-995cede97f05'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3181,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3181/N,cf1c1f7d-fcca-5964-91e8-8a78b1b39b2b,BE-ANN14/gr/000003181,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cf1c1f7d-fcca-5964-91e8-8a78b1b39b2b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4644,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4644/N,242672f7-47fc-5ba0-9118-d44f01348397,BE-ANN14/gr/000004644,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/242672f7-47fc-5ba0-9118-d44f01348397'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1016,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1016/N,a96977eb-f1b7-5ddf-a916-82f9f9ce276a,BE-ANN14/gr/000001016,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a96977eb-f1b7-5ddf-a916-82f9f9ce276a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4214,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4214/N,495afd67-45d7-5896-98a3-2c9703bacf04,BE-ANN14/gr/000004214,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/495afd67-45d7-5896-98a3-2c9703bacf04'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2817,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2817/N,d3baadc9-6cdc-5df0-b3cb-02e3a390906c,BE-ANN14/gr/000002817,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d3baadc9-6cdc-5df0-b3cb-02e3a390906c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1738,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1738/N,f5f1eb4d-9a5b-5b9b-ae7c-115aebad134f,BE-ANN14/gr/000001738,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f5f1eb4d-9a5b-5b9b-ae7c-115aebad134f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3705,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3705/N,c52b2a00-5469-5056-97c5-e57384c1c0aa,BE-ANN14/gr/000003705,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c52b2a00-5469-5056-97c5-e57384c1c0aa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1692,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1692/N,9aae5ce6-2451-5487-95f6-0e17e86e41ea,BE-ANN14/gr/000001692,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9aae5ce6-2451-5487-95f6-0e17e86e41ea'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4490,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4490/N,0ca3ad51-17d0-5103-9151-7614174087bc,BE-ANN14/gr/000004490,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/0ca3ad51-17d0-5103-9151-7614174087bc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1368,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1368/N,835f274b-3c2f-51e1-aae0-90cf593b13a0,BE-ANN14/gr/000001368,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/835f274b-3c2f-51e1-aae0-90cf593b13a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3355,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3355/N,8c2102d8-d7e2-57b0-99c8-fd3bed812c83,BE-ANN14/gr/000003355,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8c2102d8-d7e2-57b0-99c8-fd3bed812c83'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2114,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2114/N,974d5ab7-1433-54dc-b5db-dd416d754b66,BE-ANN14/gr/000002114,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/974d5ab7-1433-54dc-b5db-dd416d754b66'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4869,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4869/N,322ae07d-a968-5e56-bb11-cc01ca679984,BE-ANN14/gr/000004869,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/322ae07d-a968-5e56-bb11-cc01ca679984'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2544,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2544/N,714f4b26-cc6a-5002-a9a3-ff131a27ab4a,BE-ANN14/gr/000002544,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/714f4b26-cc6a-5002-a9a3-ff131a27ab4a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5281,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5281/N,10f0caef-5908-592f-a750-3a0939d92a89,BE-ANN14/gr/000005281,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/10f0caef-5908-592f-a750-3a0939d92a89'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4886,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4886/N,19fb5f91-2b88-598b-b2b7-6db2966796f8,BE-ANN14/gr/000004886,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/19fb5f91-2b88-598b-b2b7-6db2966796f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2051,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2051/N,f09b41ff-9501-559d-b3be-cb8818a2e3a4,BE-ANN14/gr/000002051,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f09b41ff-9501-559d-b3be-cb8818a2e3a4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2401,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2401/N,86e6e5af-47fe-5b47-b21f-e3b8d79dd9b0,BE-ANN14/gr/000002401,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/86e6e5af-47fe-5b47-b21f-e3b8d79dd9b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2952,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2952/N,4b9a8bfd-16b9-5377-9739-85c51ac8beb5,BE-ANN14/gr/000002952,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4b9a8bfd-16b9-5377-9739-85c51ac8beb5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3640,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3640/N,301a75f8-bb13-5339-900e-7ab90eabaa3c,BE-ANN14/gr/000003640,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/301a75f8-bb13-5339-900e-7ab90eabaa3c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4185,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4185/N,53e8fa5a-64c0-5a80-a559-a7c80f93329f,BE-ANN14/gr/000004185,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/53e8fa5a-64c0-5a80-a559-a7c80f93329f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1387,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1387/N,41646104-061b-58e2-97c7-d75526d2557f,BE-ANN14/gr/000001387,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/41646104-061b-58e2-97c7-d75526d2557f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:648,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:648/N,5e7161af-6eae-55fd-91d0-1f05bc4a6266,BE-ANN14/gr/000000648,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5e7161af-6eae-55fd-91d0-1f05bc4a6266'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3210,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3210/N,4bf69721-9581-53ca-979b-40366d684795,BE-ANN14/gr/000003210,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4bf69721-9581-53ca-979b-40366d684795'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:218,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:218/N,c0a25dec-5389-580a-b035-f3b7eb6b3476,BE-ANN14/gr/000000218,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c0a25dec-5389-580a-b035-f3b7eb6b3476'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2728,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2728/N,ce7dfa05-a323-5e6a-b418-d9efcc5d9190,BE-ANN14/gr/000002728,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ce7dfa05-a323-5e6a-b418-d9efcc5d9190'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1807,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1807/N,58e4f47e-8664-50fb-9582-849888db3e4f,BE-ANN14/gr/000001807,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/58e4f47e-8664-50fb-9582-849888db3e4f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:832,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:832/N,8c069b88-00d0-547d-9b10-c038f2b694e4,BE-ANN14/gr/000000832,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8c069b88-00d0-547d-9b10-c038f2b694e4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:69,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:69/N,594ec211-c9fc-5dde-bcd5-8828f6df077b,BE-ANN14/gr/000000069,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/594ec211-c9fc-5dde-bcd5-8828f6df077b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2378,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2378/N,c4e4d9cb-f698-5d91-a7d9-3ac9b9c863b8,BE-ANN14/gr/000002378,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c4e4d9cb-f698-5d91-a7d9-3ac9b9c863b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:998,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:998/N,52ae3f44-10fc-5e1b-92e8-2761d4f9b561,BE-ANN14/gr/000000998,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/52ae3f44-10fc-5e1b-92e8-2761d4f9b561'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5147,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5147/N,df4e5b2e-65dc-5e56-99e1-0e2f76c2929f,BE-ANN14/gr/000005147,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/df4e5b2e-65dc-5e56-99e1-0e2f76c2929f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2682,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2682/N,6eb526a7-3a4e-5460-8230-d9b96ed1ec39,BE-ANN14/gr/000002682,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6eb526a7-3a4e-5460-8230-d9b96ed1ec39'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3990,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3990/N,a44b0c67-9d3c-5d83-9142-16e6abf95dab,BE-ANN14/gr/000003990,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a44b0c67-9d3c-5d83-9142-16e6abf95dab'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3139,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3139/N,b5e7f39f-adeb-5ea3-b630-8919589e82da,BE-ANN14/gr/000003139,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b5e7f39f-adeb-5ea3-b630-8919589e82da'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1104,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1104/N,05f2c722-6137-525a-a1f2-b80cfd5152a9,BE-ANN14/gr/000001104,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/05f2c722-6137-525a-a1f2-b80cfd5152a9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:131,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:131/N,b96e5d67-34c8-5fd8-9a85-af76f48da7df,BE-ANN14/gr/000000131,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b96e5d67-34c8-5fd8-9a85-af76f48da7df'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4306,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4306/N,dc63461c-1f3e-5755-aa96-f152db9a4c9a,BE-ANN14/gr/000004306,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/dc63461c-1f3e-5755-aa96-f152db9a4c9a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3569,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3569/N,d42a3681-b117-5acd-94e9-e1ea5298df8e,BE-ANN14/gr/000003569,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d42a3681-b117-5acd-94e9-e1ea5298df8e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1554,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1554/N,24024c98-4b88-55fe-9056-69b0dc279181,BE-ANN14/gr/000001554,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/24024c98-4b88-55fe-9056-69b0dc279181'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:561,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:561/N,d1abd82b-cff8-5cfa-806e-db55d21ac48f,BE-ANN14/gr/000000561,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d1abd82b-cff8-5cfa-806e-db55d21ac48f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3093,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3093/N,13c692d1-048a-56b9-a5cf-b17870d8526b,BE-ANN14/gr/000003093,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/13c692d1-048a-56b9-a5cf-b17870d8526b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4756,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4756/N,ebce55e1-0c6a-5209-951c-19909d2481a7,BE-ANN14/gr/000004756,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ebce55e1-0c6a-5209-951c-19909d2481a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4243,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4243/N,109549c9-8805-528e-9740-d1f85f161b20,BE-ANN14/gr/000004243,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/109549c9-8805-528e-9740-d1f85f161b20'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3586,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3586/N,8deda362-aed3-5da1-87fa-bcc98205f918,BE-ANN14/gr/000003586,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8deda362-aed3-5da1-87fa-bcc98205f918'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1041,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1041/N,d75e2b55-e829-543e-adb2-72451e557082,BE-ANN14/gr/000001041,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d75e2b55-e829-543e-adb2-72451e557082'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:424,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:424/N,2af2d3c0-8b0f-523a-bbeb-2901a891d3bc,BE-ANN14/gr/000000424,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2af2d3c0-8b0f-523a-bbeb-2901a891d3bc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4613,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4613/N,83382e94-da07-51e2-a7c7-174039c39c1b,BE-ANN14/gr/000004613,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/83382e94-da07-51e2-a7c7-174039c39c1b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1411,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1411/N,2577eff9-5f8b-5ce2-a57b-9dfd8b6938bb,BE-ANN14/gr/000001411,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2577eff9-5f8b-5ce2-a57b-9dfd8b6938bb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:977,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:977/N,fac20659-520f-5fc5-a806-ad9bff138e03,BE-ANN14/gr/000000977,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fac20659-520f-5fc5-a806-ad9bff138e03'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2/N,1dcc7d88-07ae-5d58-98b8-ec4f2508ea0f,BE-ANN14/gr/000000002,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1dcc7d88-07ae-5d58-98b8-ec4f2508ea0f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:86,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:86/N,60f031ee-f1fe-5bcf-8fad-f02de0c366f8,BE-ANN14/gr/000000086,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/60f031ee-f1fe-5bcf-8fad-f02de0c366f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2397,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2397/N,9abb011d-6a58-57a7-9d07-bd71f87ec8ce,BE-ANN14/gr/000002397,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9abb011d-6a58-57a7-9d07-bd71f87ec8ce'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
