brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Warehouse Location (begin),Serial Number,Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhpr:12507,87af63c0-27a1-54a4-a9b0-804954f93c58,Items,1,tr:lh:4050,77614/1426,isad:lh:179874,,,,,,Nederlands,Noot
tg:lhpr:10490,66e8792d-ffa4-5ff3-8597-c5267267e99c,Items,1,tr:lh:6603,163482,isad:lh:96499,G 605 / I,,,,,Nederlands,Noot
tg:lhpr:12157,441c90c5-0f8b-5288-acc5-fcdff50af4bd,Items,1,tr:lh:4050,77614/1082,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:8049,3f092736-1438-527e-bc10-937897a7b229,Items,1,tr:lh:4370,84448/47,isad:lh:96648,Planex GT / P 737,Tweede exemplaar met nummer 84448/46,,,,Nederlands,Noot
tg:lhpr:5381,88d8fe97-a9fd-570a-9c87-5a74096ef859,Items,1,tr:lh:3016,60860/2,isad:lh:96581,V 695 / I,,,,,Nederlands,Noot
tg:lhpr:2444,84212f7b-e1af-50c1-a06a-ab94f8589db1,Items,1,,83579,,"Planex GP / IX, 1",,,,,Nederlands,Noot
tg:lhpr:11281,58458a28-beb1-5837-b46b-74e777073907,Items,1,tr:lh:4050,77614/216,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:10869,df307478-079b-5ae0-9c70-4f68f4788ba2,Items,1,,,isad:lh:161346,,,,D 4813 / 309,,Nederlands,Noot
tg:lhpr:9658,fc7910c8-7924-5207-b880-318e2992cd34,Items,1,tr:lh:7337,195111 / 3,isad:lh:98624,O 393 / I (Doos 14XL),,V1 B 75 C6,,,Nederlands,Noot
tg:lhpr:10886,77a09f21-19a6-57a1-bc65-35ae66e2b9a6,Items,1,tr:lh:140212,,,Planex GT / V 15504,,,,,Nederlands,Noot
tg:lhpr:11794,fe70b6da-97c5-5edf-8039-44b4be4d3507,Items,1,tr:lh:4050,77614/723,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:12442,45f9fdc4-4af2-5fda-a3e7-393fe191c569,Items,1,tr:lh:4050,77614/1363,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:5694,679cda99-6c1b-5e7e-b34b-12458a4dd429,Items,1,tr:lh:1624,29317,isad:lh:96254,M 546 / I (Doos II),"**Publicatie** _De Ploeg_. 3de jaargang, nr. 8, 24-02-1921, p. 1.",,,,Nederlands,Noot
tg:lhpr:10185,f6a55c50-43bc-5a1c-9735-469b2b1412d0,Items,1,tr:lh:1217,,isad:lh:126246,D 89 / I (Map 6),,,,,Nederlands,Noot
tg:lhpr:12012,dd39931a-9fbc-5353-b988-3b6430198d15,Items,1,tr:lh:4050,77614/937,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:10701,0b61ee10-366b-5c97-91f7-66dd6c2e2405,Items,1,tr:lh:7337,195077/1 en 195077/2 en 195077/3,,"O 393 / I (Planex GT/ VI,1)",,,,,Nederlands,Noot
tg:lhpr:9930,62aae0a1-11b5-5042-ac06-0a27b529b087,Items,1,tr:lh:1217,,isad:lh:125743,D 89 / I (Map 4),,,,,Nederlands,Noot
tg:lhpr:11813,9d054b10-e5ae-5b77-a805-70c6fd88fb79,Items,1,tr:lh:4050,77614/742,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:7187,6ba217d5-77c5-58ee-bab7-94e4eaaf34fa,Items,1,,107573/1,,Planex GT / M 6551,"Kunstmap uitgegeven door het _Joris Minnefonds_ en de _Lions Club Klein-
Brabant_. De map bevat naast de houtsnede ook de originele tekst en de
Nederlandse vertaling van het gedicht van Emile Verhaeren.",,,,Nederlands,Noot
tg:lhpr:10351,c3b6df29-480c-5706-91b3-517db67e5ed6,Items,1,tr:lh:2432,47442/211,isad:lh:128071,D 1175 / I (Doos 7),,,,,Nederlands,Noot
tg:lhpr:6796,a9821d5c-0325-5505-a515-8c30e30cd5da,Items,1,tr:lh:5941,129673,isad:lh:96439,Planex GT / G 1855,,,,,Nederlands,Noot
tg:lhpr:9463,81933b7b-ff0f-5b04-b404-d0a50afe7f90,Items,1,,,isad:lh:120507,,,,CC 174 / 9,,Nederlands,Noot
tg:lhpr:11540,e5080ef7-ca39-58ec-9b29-f438e49bb780,Items,1,tr:lh:4050,77614/472,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:11055,45f3dc21-f47d-52e7-a618-e165f51d90ad,Items,1,tr:lh:4050,77614/31,isad:lh:174823,,,,,,Nederlands,Noot
tg:lhpr:3081,660d179e-6f33-561a-a7b5-06245b59fa95,Items,1,,235182,,"Planex GP / X, 4",Druk van een tekening van E. Du Jardin naar een beeldhouwwerk van J. Van Arendonck.,,,,Nederlands,Noot
tg:lhpr:6779,78a1605b-396f-5a2b-b5af-3e636d7c8957,Items,1,,34689/6,isad:lh:167365,D 4813 / H,"D 4813 / 119  Dille, Frans; Jordens, J.G. (voorwoord), _De Boodschap. Een verhaal in twaalf
schuifkens bedacht en uitgesneden door Frans Dille_. Antwerpen: Resseler,
1931, p 11. Genummerd exemplaar, 29/35.",,,,Nederlands,Noot
tg:lhpr:11405,5be6fc9e-3700-50a0-8e6d-ecdd32a4c78f,Items,1,tr:lh:4050,77614/337 en 337/2,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:9526,1651570c-ab7b-5d48-8a1e-4d9098f8e22e,Items,1,,,isad:lh:120471,,,,CC 174 / 1,,Nederlands,Noot
tg:lhpr:6329,f923c3ad-03af-5c51-8726-febeaa6015e7,Items,1,tr:lh:6843,169072/6,isad:lh:96601,D 4813 / I (Doos 6),,,,,Nederlands,Noot
tg:lhpr:10644,7bf72adf-b15b-5428-b356-2b4140ebb2a6,Items,1,,,isad:lh:140328,Planex GT / M 295,,,,,Nederlands,Noot
tg:lhpr:11956,1fe8d026-12df-5454-840e-0e258d083fb7,Items,1,tr:lh:4050,77614/882,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:9875,b9b02e52-8bf8-50df-84d0-eb6d4bf55331,Items,1,tr:lh:1217,,isad:lh:125683,D 89 / I (Map 2),,,,,Nederlands,Noot
tg:lhpr:12383,d090c327-8636-550c-a350-75cf8a40526a,Items,1,tr:lh:4050,77614/1307,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:2690,af2e2e77-dc7a-51b6-90a9-d2f51af33cc5,Items,1,,106499,,"Planex GP / IX, 8",,,,,Nederlands,Noot
tg:lhpr:12229,430a5cac-4dc7-5346-9e61-9071ca75d52b,Items,1,tr:lh:4050,77614/1154,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:10214,e7505a12-72e5-56e1-b5a2-f83427bbbacf,Items,1,tr:lh:2432,,isad:lh:126865,D 1175 / I (Doos 1),,,,,Nederlands,Noot
tg:lhpr:5505,5bc7acd1-524a-5b86-a2d9-feb50946d21d,Items,1,,1364867,,W 191 / I,,,,,Nederlands,Noot
tg:lhpr:10994,508aa6c6-9f5e-5db9-b086-27d41b5d06d6,Items,1,tr:lh:140353,43787/21,isad:lh:174832,,,,,,Nederlands,Noot
tg:lhpr:11686,ee1820d0-0716-5d3f-a65f-38428edb398e,Items,1,tr:lh:4050,77614/618,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:12100,e899c40f-0dc0-5667-a951-d2412059863c,Items,1,tr:lh:4050,77614/1025,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:12550,da3fba32-d2ec-5f26-af91-f5474bda69dc,Items,1,tr:lh:4050,77614/1467,isad:lh:179874,,,,,,Nederlands,Noot
tg:lhpr:10097,095bab1f-e94e-57ed-b79a-99f63625d902,Items,1,tr:lh:1217,,isad:lh:125861,D 89 / I (Map 5),,,,,Nederlands,Noot
tg:lhpr:10078,a0acb50b-d53a-51d0-98cc-533b5cbd0e35,Items,1,tr:lh:1217,,isad:lh:125843,D 89 / I (Map 5),,,,,Nederlands,Noot
tg:lhpr:12045,5be695ba-1545-57b3-9138-f5df0731d5b3,Items,1,tr:lh:4050,77614/970,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:2556,1075c3d4-4816-5626-8cbf-77f0e1cc8756,Items,1,tr:lh:9598,197984,isad:lh:96425,SC 72 A 2,,,,,Nederlands,Noot
tg:lhpr:10428,4684e69f-8b64-56e1-8881-4f5919a87bb2,Items,1,,,isad:lh:128179,G 21795 / I,,,,,Nederlands,Noot
tg:lhpr:12415,b66ad202-ad50-5093-ac6b-a59c0fcab16e,Items,1,tr:lh:4050,77614/1336,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:11393,ff330deb-718b-530b-bc6d-3577609201e3,Items,1,tr:lh:4050,77614/325,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:11669,6f2510b7-f9fe-5545-9e3f-aa4ddc62f536,Items,1,tr:lh:4050,77614/601,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:4482,782e648a-b530-50df-b323-d04197194ca9,Items,1,tr:lh:7634,212829,,S 932 / I (Doos 1),"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002,
p.148",,,,Nederlands,Noot
tg:lhpr:11239,4f4d0662-0fe7-53d8-9b4a-aa8d8636701f,Items,1,tr:lh:4050,77614/177,isad:lh:174823,,,,,,Nederlands,Noot
tg:lhpr:2805,9a47eea4-d105-5255-a7f8-09e0c9e45808,Items,1,,104553,,"Planex GP / X, 1",,,,,Nederlands,Noot
tg:lhpr:2805,9a47eea4-d105-5255-a7f8-09e0c9e45808,Items,2,tr:lh:5492,121339,,"Planex GP / X, 1",,,,,Nederlands,Noot
tg:lhpr:3717,e31a4896-5355-516b-b918-156d71937740,Items,1,tr:lh:5476,107611/2,,V0 M,,,,,Nederlands,Noot
tg:lhpr:9475,fa38652e-72d6-5496-b581-9ed7f9eb09ff,Items,1,,,isad:lh:120527,,,,CC 174 / 11,,Nederlands,Noot
tg:lhpr:11556,3507ecb4-9a25-5228-80d7-3a1f6be1967b,Items,1,tr:lh:4050,77614/488,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:6780,ea3e29cb-9491-598c-86e6-d224a11c75b6,Items,1,,34689/7,isad:lh:167365,D 4813 / H,"Dille, Frans; Jordens, J.G. (voorwoord), _De Boodschap. Een verhaal in twaalf
schuifkens bedacht en uitgesneden door Frans Dille_. Antwerpen: Resseler,
1931, p 12. Genummerd exemplaar, 29/35.",,D 4813 / 108,,Nederlands,Noot
tg:lhpr:3582,2970cf2e-8dc1-5d88-9235-fb2a78536d29,Items,1,tr:lh:6187,143557,isad:lh:96335,F 301 / I,,,,,Nederlands,Noot
tg:lhpr:4247,72ac9e2c-e1c0-5fea-82d1-c27d23cf9d60,Items,1,tr:lh:5873,126957/3,isad:lh:96470,P 5792 / I,,,,,Nederlands,Noot
tg:lhpr:10347,dd38a4b1-3b48-5639-8514-2743b72413b4,Items,1,tr:lh:2432,,isad:lh:127287,D 1175 / I (Doos 11),,,,,Nederlands,Noot
tg:lhpr:6,9c32b816-7b6e-553a-9053-08074b2dad9b,Items,1,tr:lh:5754,117443,isad:lh:161346,D 4813 / I (Doos (5),D 4813 / 303,,,,Nederlands,Noot
tg:lhpr:9926,d516eea5-3e9a-5b4c-b5c9-ddb0ea7314f8,Items,1,tr:lh:1217,,isad:lh:125728,D 89 / I (Map 4),,,,,Nederlands,Noot
tg:lhpr:11805,86525e60-d467-5ac8-8824-665f7d6ed43f,Items,1,tr:lh:4050,77614/734,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:10717,6da27c64-2103-5343-94b0-d870782a203c,Items,1,tr:lh:7337,95373/22,,"O 393 / I (Planex GT/ VI,1)",,,,,Nederlands,Noot
tg:lhpr:10202,42fbeb53-83c0-5658-8a45-7ec908cc3b66,Items,1,tr:lh:1217,,isad:lh:126256,D 89 / I (Map 6),,,,,Nederlands,Noot
tg:lhpr:3994,a0a279d1-2a2b-5c62-9322-7fd7228ca5e9,Items,1,tr:lh:1023,20246/10,isad:lh:96365,M 762 / I,"Uitgevers De Vos & Van Der Groen

Gekleurd door Pol de Mont",,,,Nederlands,Noot
tg:lhpr:12395,1b5c2d2a-c338-5fcd-a067-c184b61eea6b,Items,1,tr:lh:4050,77614/1318,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:11940,e2e4c794-38a1-59ad-a282-9989e6f8e8d5,Items,1,tr:lh:4050,77614/866,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:9863,ee3e50ee-0ba4-57f8-8255-c53628b2ceaa,Items,1,tr:lh:1217,,isad:lh:125656,D 89 / I (Map 2),,,,,Nederlands,Noot
tg:lhpr:11413,0e94b95e-8b1c-52cd-b7a8-ff8c7dde26c6,Items,1,tr:lh:4050,77614/345,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:9530,cf9665c6-b31f-5412-a174-00b27e574d17,Items,1,,,isad:lh:120471,,,,CC 174 / 1,,Nederlands,Noot
tg:lhpr:11043,fb6c2b93-e06a-51c7-820a-db8c84786f71,Items,1,tr:lh:4050,77614/20,isad:lh:174823,,,,,,Nederlands,Noot
tg:lhpr:10081,ce887cff-3326-5fbe-927e-15dfbac33611,Items,1,tr:lh:1217,,isad:lh:125845,D 89 / I (Map 5),,,,,Nederlands,Noot
tg:lhpr:12546,94948949-218e-55a7-8872-b6f1fa734bbd,Items,1,tr:lh:4050,77614/1463,isad:lh:179874,,,,,,Nederlands,Noot
tg:lhpr:12116,ed47d216-a1af-5ed2-9ff7-f36f96052ec2,Items,1,tr:lh:4050,77614/1041,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:11690,a6032f8b-aab7-5a6e-a387-64ca9d61d60e,Items,1,tr:lh:4050,77614/622,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:1679,29509868-dcab-509d-a845-6a100446a461,Items,1,,199601,,SC 16 E 2,,,,,Nederlands,Noot
tg:lhpr:3644,6be1a5e6-3457-5dec-9aa8-e5801541bb15,Items,1,,202860,isad:lh:96479,G 5645 / I,,,,,Nederlands,Noot
tg:lhpr:9619,c05b446c-6912-5b14-82f0-8d33bbae826d,Items,1,tr:lh:103964,,isad:lh:123823,J 3354 / I (Floris Jespers Etsen II),,,,,Nederlands,Noot
tg:lhpr:10828,c87ab2ea-d29b-5f31-b8dd-1e740a89715f,Items,1,,,,BB 635 / SC,,,,,Nederlands,Noot
tg:lhpr:3701,d1ee9a7f-cfae-586e-9880-dbb9fcc5c50e,Items,1,,179921/6,,H 539/ I,,,,,Nederlands,Noot
tg:lhpr:6503,b40c39c4-f810-5562-8f99-e7409e48280d,Items,1,tr:lh:7596,198561/30,,Planex GP / BB 590 (map 2),"**Publikatie: **Claes, Ernest, _De Witte_. Amsterdam: Wereldbibliotheek, 1964,
ill., p. 184.",,,,Nederlands,Noot
tg:lhpr:11385,3a1e6015-4719-56c4-bf05-33a8227f3cdb,Items,1,tr:lh:4050,77614/317,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:1696,9001a4b5-e50e-521e-beaa-4f2f12c4824a,Items,1,,87524/8,,Planex KP / V 9136,,,,,Nederlands,Noot
tg:lhpr:12403,64d6547f-d0be-5e33-a3d7-c30287e018cb,Items,1,tr:lh:4050,77614/1326,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:12053,e8757e84-8168-52bc-8d73-f33e252686fc,Items,1,tr:lh:4050,77614/978,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:10594,a834816f-c473-5fd6-927f-5038908adedc,Items,1,tr:lh:4148,,isad:lh:138980,C 1483/I,,,,,Nederlands,Noot
tg:lhpr:12287,49e490df-fbfd-563b-b668-e4c5090b5c58,Items,1,tr:lh:4050,77614/1211,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:11852,ba6a9247-a8c4-5aa3-95d0-033d8c40f2c4,Items,1,tr:lh:4050,77614/781,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:9971,b2ecdb79-88f3-5582-90ac-0e936962e782,Items,1,tr:lh:1217,,isad:lh:125810,D 89 / I (Map 4),,,,,Nederlands,Noot
tg:lhpr:10310,c3423213-3520-5739-a8f1-b98e3126579b,Items,1,tr:lh:2432,,isad:lh:127006,D 1175 / I (Doos 3),,,,,Nederlands,Noot
tg:lhpr:9588,62ffea6b-96b2-5f75-98d8-2a12721bd9dc,Items,1,tr:lh:103964,,isad:lh:123717,J 3354 / I (Floris Jespers Etsen I),,,,,Nederlands,Noot
tg:lhpr:11151,29fc719b-8ce8-524f-8dc8-ec094ed7257a,Items,1,tr:lh:4050,77614/89,isad:lh:174823,,,,,,Nederlands,Noot
tg:lhpr:4210,00d053de-ade4-546d-9b7e-84ab60ad87cc,Items,1,,141596/1,,H 5252 / I,,,,,Nederlands,Noot
tg:lhpr:11501,cfd04e25-71bc-5e74-a2bd-3dcf3bd4771c,Items,1,tr:lh:4050,77614/433,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:6738,7f4f2028-e9d7-523d-b043-8870dba90b88,Items,1,tr:lh:5716,115879/1,isad:lh:96614,Planex GT / G 1169,,,,,Nederlands,Noot
tg:lhpr:9567,de108af2-1d4e-5ef8-8b56-4357471b2b9b,Items,1,tr:lh:103964,,isad:lh:123717,J 3354 / I (Floris Jespers Etsen I),,,,,Nederlands,Noot
tg:lhpr:11444,610bc21c-34ba-55ae-a628-83c56427f6a0,Items,1,tr:lh:4050,77614/376,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:6692,5fc62b1c-26dc-571a-8283-95e04d295f7f,Items,1,tr:lh:1299,22028/4b,isad:lh:96340,Planex GT / D 8756,"**Publicatie** Lauwerys, Jozef, _Gids voor Hoogstraten_. Hoogstraten: s.n., 1935 (1ste uitg. 1931), p. 79. Eén van vier proefdrukken (4a-4d) naast elkaar gedrukt op een langwerpig stuk papier.",,,,Nederlands,Noot
tg:lhpr:6368,8e5b7419-aa06-5bf7-9787-0189c94475b5,Items,1,,203718/K2a,isad:lh:96604,FVCA / I,"In een kunstfarde ( 35 x 26 ) met opschrift """" sei xilografie coloniali di G. Rondini """". Schutblad met een korte tekst in het Italiaans, getekend Eduardo Gimenes.",,,,Nederlands,Noot
tg:lhpr:9834,fc59f170-42e0-5fdc-b497-150b10b838b8,Items,1,tr:lh:1217,,isad:lh:125587,D 89 / I (Map 2),,,,,Nederlands,Noot
tg:lhpr:11917,e9501b48-f026-5a1e-8280-ed1270fda244,Items,1,tr:lh:4050,77614/843,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:10255,ea518a64-122a-5f02-9c38-be9f49b9ea7b,Items,1,tr:lh:2432,120440/12,isad:lh:127004,D 1175 / I (Doos 3),,,,,Nederlands,Noot
tg:lhpr:12268,66b96389-1dfd-52f0-873d-144129567737,Items,1,tr:lh:4050,77614/1192,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:2281,3cec5e61-bd88-574f-9874-0396fca4bb19,Items,1,,69469,,Planex KP / S 935,,,,,Nederlands,Noot
tg:lhpr:3243,d5fcb9ce-043f-5661-a984-8237d7a8fa83,Items,1,,107503/17,,C 148 / I,,,,,Nederlands,Noot
tg:lhpr:11297,b59d0e05-d866-50ec-a6cf-d6ed93b8296e,Items,1,tr:lh:4050,77614/232,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:3613,4e723164-5d6d-5de9-bc62-8b546caf5b03,Items,1,tr:lh:6278,147909/1,isad:lh:96476,G 885 / I,,,,,Nederlands,Noot
tg:lhpr:6411,98b23e05-61af-5d5c-838a-e83357d8b0fd,Items,1,tr:lh:5378,105614/5,,Planex GT / B 708,Dubbel blad: links de ets en rechts de tekst,,,,Nederlands,Noot
tg:lhpr:12141,f66b6f21-a5f5-5df0-afd2-1564e8f50ab5,Items,1,tr:lh:4050,77614/1066,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:10486,693f1683-f212-516f-991e-f18d076c2b00,Items,1,tr:lh:6603,163478/4,isad:lh:96499,G 605 / I,,,,,Nederlands,Noot
tg:lhpr:12511,9118c388-d2c2-5e21-8294-23cb218493aa,Items,1,tr:lh:4050,77614/1430,isad:lh:179874,,,,,,Nederlands,Noot
tg:lhpr:7200,2cafc104-b312-584c-af42-52a3977a8ce1,Items,1,,145462,,Planex GT / M 295,,,,,Nederlands,Noot
tg:lhpr:12004,2c5176eb-d759-50c7-a556-ebc1d06318c8,Items,1,tr:lh:4050,77614/929,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:10039,9b1c91a6-864f-58a5-94b4-0cb1668f82c7,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,,Nederlands,Noot
tg:lhpr:10193,ef383356-dadc-5326-a2bf-4d3e40e1cde3,Items,1,tr:lh:1217,,isad:lh:126256,D 89 / I (Map 6),,,,,Nederlands,Noot
tg:lhpr:12454,2ad768da-657a-5552-aee6-6176492784e7,Items,1,tr:lh:4050,77614/1375,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:10469,29b7ea40-9208-5288-b71e-31f6f54016b3,Items,1,tr:lh:7251,195717/b,isad:lh:96277,I 353 / I,,,,,Nederlands,Noot
tg:lhpr:3306,3e60b861-21da-57a9-9a96-ddb7d21d64b0,Items,1,tr:lh:2681,53058/1,isad:lh:96474,Planex KP / G 9435,,,,,Nederlands,Noot
tg:lhpr:11628,e3a0ad33-0826-537e-a241-fce24f1304eb,Items,1,tr:lh:4050,77614/560,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:11782,44462370-93b1-59ae-aaee-70a49eafe829,Items,1,tr:lh:4050,77614/711,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:10890,9dec199c-d2ce-5e49-b19c-a1344b989861,Items,1,,,isad:lh:164979,Planex GT / F 20,,,,,Nederlands,Noot
tg:lhpr:11278,522641d3-cc89-5f86-8e47-787293e949fb,Items,1,tr:lh:4050,77614/213,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:11296,b938931f-3c0b-5194-bda8-31fd5f1b0690,Items,1,tr:lh:4050,77614/231,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:3612,59b88a28-e28a-5f5e-9a0f-a4e4ef5aee34,Items,1,,122623/1,,G 1855 / I,"Deze map met tien houtsneden is de eerste die door """"De Bladen voor de Grafiek""""
werd uitgegeven.

Houtsneden zijn rechtstreeks van de originele blokken gedrukt.",,,,Nederlands,Noot
tg:lhpr:12140,e48736fc-6326-5ec2-8113-75c3f32aa697,Items,1,tr:lh:4050,77614/1065,isad:lh:179854,,,,,,Nederlands,Noot
tg:lhpr:2453,d5097c2b-ee4a-56a6-b241-26de8588dec7,Items,1,,87924/39114,,SC 52 E 1,,,,,Nederlands,Noot
tg:lhpr:10487,2054fbe7-9aa1-588c-9933-b464d3aebb61,Items,1,tr:lh:6603,163478/5,isad:lh:96499,G 605 / I,,,,,Nederlands,Noot
tg:lhpr:12510,854a3eed-e4c4-511e-8563-0d8fe7b31f94,Items,1,tr:lh:4050,77614/1429,isad:lh:179874,,,,,,Nederlands,Noot
tg:lhpr:10038,5205b337-7985-5015-97c0-19b0e14b8cd5,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,,Nederlands,Noot
tg:lhpr:12005,24960a1c-1ca0-54c5-ae6b-d71086a8b5f8,Items,1,tr:lh:4050,77614/930,isad:lh:179276,,,,,,Nederlands,Noot
tg:lhpr:10192,f6dc03cb-434f-5546-a11c-eacd65cc7f1c,Items,1,tr:lh:1217,,isad:lh:126246,D 89 / I (Map 6),,,,,Nederlands,Noot
tg:lhpr:10468,f2e4a201-b89c-5bb0-a18e-be0623736808,Items,1,,,isad:lh:128137,Planex GP / X 1,,,,,Nederlands,Noot
tg:lhpr:12455,e58d6b62-b88c-503f-a6ca-1d80c15352cc,Items,1,tr:lh:4050,77614/1376,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:5683,1a791b12-a97f-5526-bbb1-8dcb9dd59b2e,Items,1,,75789,,SC 57 A 1,,,,,Nederlands,Noot
tg:lhpr:11629,5e28bb74-1a2f-5cda-b916-e4c9bedc258c,Items,1,tr:lh:4050,77614/561,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:3307,53f7bf14-4c77-5749-a0a2-59cb902e4320,Items,1,tr:lh:2681,53058/2,isad:lh:96471,H 5252 / I (doos 1),"**Publicatie** Dat wij allen aan dit leven kleven lijk een oester aan haar schelp, lijk aan den tepel der leeuwin de weeke welp, doet dat mij beven? Of is het dat oud en diep verdriet om den dag die heengaat, om een bron die in zand vervliet, om Oedipous die ons blind en klagend verlaat? Gele dood, stomme dood, elke porie wordt een wonde, ik bloed zwijgend, langzaam uit. Mijn zoetste ketens, vleesch en geest, hebt gij weer plots ontbonden. Ik ben uw buit, ik ben uw buit.",,,,Nederlands,Noot
tg:lhpr:4568,0cc5c178-8a9a-5bc0-b6d1-6efc100d331a,Items,1,tr:lh:4923,98046/3,isad:lh:96331,S 882 / I,bl. 57,,,,Nederlands,Noot
tg:lhpr:11783,7b754fea-bdcc-53b3-8e51-7a4e14fa92e3,Items,1,tr:lh:4050,77614/712,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:10891,98d86c2d-a40e-5be7-b439-33f1a0196478,Items,1,,,isad:lh:164979,Planex GT / B 92914,,,,,Nederlands,Noot
tg:lhpr:11279,48c43526-dfcc-527b-bac2-e7d60b5c495f,Items,1,tr:lh:4050,77614/214,isad:lh:174824,,,,,,Nederlands,Noot
tg:lhpr:12286,bb55f098-c5a1-52bf-9398-23f00b713be2,Items,1,tr:lh:4050,77614/1210,isad:lh:179873,,,,,,Nederlands,Noot
tg:lhpr:9970,c901dd59-1be5-5a4e-97aa-3f65c4ecbc4f,Items,1,tr:lh:1217,,isad:lh:125810,D 89 / I (Map 4),,,,,Nederlands,Noot
tg:lhpr:11853,2f5ed795-fc90-5e23-9db4-e57c29cc97a2,Items,1,tr:lh:4050,77614/782,isad:lh:174826,,,,,,Nederlands,Noot
tg:lhpr:10741,ec3b7fea-d4fc-53db-acd7-bdc78e67a2d3,Items,1,tr:lh:7337,195175/5,,"O 393 / I (Planex GT/ VI,2)",,,,,Nederlands,Noot
tg:lhpr:10311,15be4246-a9b8-5a11-b836-b9e4f6a18f6f,Items,1,tr:lh:2432,47442/240-241-242-243-244-245-246-247-248-249-250,isad:lh:127006,D 1175 / I (Doos 3),,,,,Nederlands,Noot
tg:lhpr:9589,af5307fe-ffac-5ccc-9664-a3e18ca16fd0,Items,1,tr:lh:103964,,isad:lh:123717,J 3354 / I (Floris Jespers Etsen I),,,,,Nederlands,Noot
tg:lhpr:11150,c83245dd-2261-5bae-952a-b2245bf14c8b,Items,1,tr:lh:4050,77614/88,isad:lh:174823,,,,,,Nederlands,Noot
tg:lhpr:4211,a6596e6a-ec49-5ed5-b79f-33e41f52803b,Items,1,tr:lh:4923,98041/2,isad:lh:96331,P 737 / I,,,,,Nederlands,Noot
tg:lhpr:9423,c8803088-1cd4-5b17-b2ba-5fe1112f4cf1,Items,1,,,isad:lh:120543,,,,CC 174 / 17,,Nederlands,Noot
tg:lhpr:11500,4906083d-26a8-546d-9a0f-6f86f5849813,Items,1,tr:lh:4050,77614/432,isad:lh:174825,,,,,,Nederlands,Noot
tg:lhpr:6739,1c24bafb-0cce-53c2-8773-2e33af208f1b,Items,1,tr:lh:5716,115879/2,isad:lh:96614,Planex GT / G 1169,,,,,Nederlands,Noot
