Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Production Technique Keywords,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhpr:10486,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10486/N,693f1683-f212-516f-991e-f18d076c2b00,BE-ANN07/pr/000002667,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/693f1683-f212-516f-991e-f18d076c2b00'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12511,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12511/N,9118c388-d2c2-5e21-8294-23cb218493aa,BE-ANN07/pr/000004667,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9118c388-d2c2-5e21-8294-23cb218493aa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:7200,Prent,https://anet.be/record/opaclhobj/tg:lhpr:7200/N,2cafc104-b312-584c-af42-52a3977a8ce1,BE-ANN07/pr/000001339,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2cafc104-b312-584c-af42-52a3977a8ce1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12004,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12004/N,2c5176eb-d759-50c7-a556-ebc1d06318c8,BE-ANN07/pr/000004162,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2c5176eb-d759-50c7-a556-ebc1d06318c8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10039,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10039/N,9b1c91a6-864f-58a5-94b4-0cb1668f82c7,BE-ANN07/pr/000002228,Japans Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9b1c91a6-864f-58a5-94b4-0cb1668f82c7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10193,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10193/N,ef383356-dadc-5326-a2bf-4d3e40e1cde3,BE-ANN07/pr/000002382,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ef383356-dadc-5326-a2bf-4d3e40e1cde3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12454,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12454/N,2ad768da-657a-5552-aee6-6176492784e7,BE-ANN07/pr/000004610,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ad768da-657a-5552-aee6-6176492784e7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10469,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10469/N,29b7ea40-9208-5288-b71e-31f6f54016b3,BE-ANN07/pr/000002651,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29b7ea40-9208-5288-b71e-31f6f54016b3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3306,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3306/N,3e60b861-21da-57a9-9a96-ddb7d21d64b0,BE-ANN07/pr/000000512,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3e60b861-21da-57a9-9a96-ddb7d21d64b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11628,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11628/N,e3a0ad33-0826-537e-a241-fce24f1304eb,BE-ANN07/pr/000003790,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e3a0ad33-0826-537e-a241-fce24f1304eb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11782,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11782/N,44462370-93b1-59ae-aaee-70a49eafe829,BE-ANN07/pr/000003943,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/44462370-93b1-59ae-aaee-70a49eafe829'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10890,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10890/N,9dec199c-d2ce-5e49-b19c-a1344b989861,BE-ANN07/pr/000003050,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9dec199c-d2ce-5e49-b19c-a1344b989861'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11278,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11278/N,522641d3-cc89-5f86-8e47-787293e949fb,BE-ANN07/pr/000003440,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/522641d3-cc89-5f86-8e47-787293e949fb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11296,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11296/N,b938931f-3c0b-5194-bda8-31fd5f1b0690,BE-ANN07/pr/000003458,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b938931f-3c0b-5194-bda8-31fd5f1b0690'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3612,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3612/N,59b88a28-e28a-5f5e-9a0f-a4e4ef5aee34,BE-ANN07/pr/000000591,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/59b88a28-e28a-5f5e-9a0f-a4e4ef5aee34'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12140,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12140/N,e48736fc-6326-5ec2-8113-75c3f32aa697,BE-ANN07/pr/000004298,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e48736fc-6326-5ec2-8113-75c3f32aa697'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:2453,Prent,https://anet.be/record/opaclhobj/tg:lhpr:2453/N,d5097c2b-ee4a-56a6-b241-26de8588dec7,BE-ANN07/pr/000000241,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d5097c2b-ee4a-56a6-b241-26de8588dec7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10487,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10487/N,2054fbe7-9aa1-588c-9933-b464d3aebb61,BE-ANN07/pr/000002668,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2054fbe7-9aa1-588c-9933-b464d3aebb61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12510,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12510/N,854a3eed-e4c4-511e-8563-0d8fe7b31f94,BE-ANN07/pr/000004666,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/854a3eed-e4c4-511e-8563-0d8fe7b31f94'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10038,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10038/N,5205b337-7985-5015-97c0-19b0e14b8cd5,BE-ANN07/pr/000002227,Japans Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5205b337-7985-5015-97c0-19b0e14b8cd5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12005,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12005/N,24960a1c-1ca0-54c5-ae6b-d71086a8b5f8,BE-ANN07/pr/000004163,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/24960a1c-1ca0-54c5-ae6b-d71086a8b5f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10192,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10192/N,f6dc03cb-434f-5546-a11c-eacd65cc7f1c,BE-ANN07/pr/000002381,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f6dc03cb-434f-5546-a11c-eacd65cc7f1c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10468,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10468/N,f2e4a201-b89c-5bb0-a18e-be0623736808,BE-ANN07/pr/000002650,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f2e4a201-b89c-5bb0-a18e-be0623736808'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12455,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12455/N,e58d6b62-b88c-503f-a6ca-1d80c15352cc,BE-ANN07/pr/000004611,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e58d6b62-b88c-503f-a6ca-1d80c15352cc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:5683,Prent,https://anet.be/record/opaclhobj/tg:lhpr:5683/N,1a791b12-a97f-5526-bbb1-8dcb9dd59b2e,BE-ANN07/pr/000000995,Paneel,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1a791b12-a97f-5526-bbb1-8dcb9dd59b2e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11629,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11629/N,5e28bb74-1a2f-5cda-b916-e4c9bedc258c,BE-ANN07/pr/000003791,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5e28bb74-1a2f-5cda-b916-e4c9bedc258c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3307,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3307/N,53f7bf14-4c77-5749-a0a2-59cb902e4320,BE-ANN07/pr/000000513,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/53f7bf14-4c77-5749-a0a2-59cb902e4320'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:4568,Prent,https://anet.be/record/opaclhobj/tg:lhpr:4568/N,0cc5c178-8a9a-5bc0-b6d1-6efc100d331a,BE-ANN07/pr/000000877,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0cc5c178-8a9a-5bc0-b6d1-6efc100d331a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11783,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11783/N,7b754fea-bdcc-53b3-8e51-7a4e14fa92e3,BE-ANN07/pr/000003944,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7b754fea-bdcc-53b3-8e51-7a4e14fa92e3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10891,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10891/N,98d86c2d-a40e-5be7-b439-33f1a0196478,BE-ANN07/pr/000003051,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/98d86c2d-a40e-5be7-b439-33f1a0196478'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11279,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11279/N,48c43526-dfcc-527b-bac2-e7d60b5c495f,BE-ANN07/pr/000003441,Papier,Lichtblauw,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/48c43526-dfcc-527b-bac2-e7d60b5c495f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12286,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12286/N,bb55f098-c5a1-52bf-9398-23f00b713be2,BE-ANN07/pr/000004443,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bb55f098-c5a1-52bf-9398-23f00b713be2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9970,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9970/N,c901dd59-1be5-5a4e-97aa-3f65c4ecbc4f,BE-ANN07/pr/000002159,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c901dd59-1be5-5a4e-97aa-3f65c4ecbc4f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11853,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11853/N,2f5ed795-fc90-5e23-9db4-e57c29cc97a2,BE-ANN07/pr/000004014,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2f5ed795-fc90-5e23-9db4-e57c29cc97a2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10741,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10741/N,ec3b7fea-d4fc-53db-acd7-bdc78e67a2d3,BE-ANN07/pr/000002913,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ec3b7fea-d4fc-53db-acd7-bdc78e67a2d3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10311,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10311/N,15be4246-a9b8-5a11-b836-b9e4f6a18f6f,BE-ANN07/pr/000002498,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/15be4246-a9b8-5a11-b836-b9e4f6a18f6f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9589,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9589/N,af5307fe-ffac-5ccc-9664-a3e18ca16fd0,BE-ANN07/pr/000001775,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/af5307fe-ffac-5ccc-9664-a3e18ca16fd0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11150,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11150/N,c83245dd-2261-5bae-952a-b2245bf14c8b,BE-ANN07/pr/000003312,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c83245dd-2261-5bae-952a-b2245bf14c8b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:4211,Prent,https://anet.be/record/opaclhobj/tg:lhpr:4211/N,a6596e6a-ec49-5ed5-b79f-33e41f52803b,BE-ANN07/pr/000000736,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a6596e6a-ec49-5ed5-b79f-33e41f52803b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9423,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9423/N,c8803088-1cd4-5b17-b2ba-5fe1112f4cf1,BE-ANN07/pr/000001617,Papier,Ivoorwit,,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c8803088-1cd4-5b17-b2ba-5fe1112f4cf1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11500,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11500/N,4906083d-26a8-546d-9a0f-6f86f5849813,BE-ANN07/pr/000003662,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4906083d-26a8-546d-9a0f-6f86f5849813'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11015,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11015/N,750b22f9-ef6a-5842-9921-f229573b296d,BE-ANN07/pr/000003177,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/750b22f9-ef6a-5842-9921-f229573b296d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6739,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6739/N,1c24bafb-0cce-53c2-8773-2e33af208f1b,BE-ANN07/pr/000001224,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1c24bafb-0cce-53c2-8773-2e33af208f1b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6693,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6693/N,2db5c871-e2b7-55ad-ab62-04b5de88b7b0,BE-ANN07/pr/000001194,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2db5c871-e2b7-55ad-ab62-04b5de88b7b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11445,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11445/N,dbb7410c-b8de-5dc2-98f9-51a2f0540d59,BE-ANN07/pr/000003607,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dbb7410c-b8de-5dc2-98f9-51a2f0540d59'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9566,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9566/N,8d4c58ff-c296-5b76-ba9b-5f1918c8a658,BE-ANN07/pr/000001752,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8d4c58ff-c296-5b76-ba9b-5f1918c8a658'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11916,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11916/N,5dbafffa-1b9d-574d-a5b7-70bdeec48003,BE-ANN07/pr/000004074,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5dbafffa-1b9d-574d-a5b7-70bdeec48003'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9835,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9835/N,79ae45f6-bc60-5b91-b8fb-c28998bfa9ab,BE-ANN07/pr/000002023,Japans Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/79ae45f6-bc60-5b91-b8fb-c28998bfa9ab'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:8727,Prent,https://anet.be/record/opaclhobj/tg:lhpr:8727/N,1cf72973-7957-5cde-868b-d5638a1cc696,BE-ANN07/pr/000001546,,,,Afdruk (oranje) van historisch object op papier.,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1cf72973-7957-5cde-868b-d5638a1cc696'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10604,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10604/N,86a18ecd-6bfd-5097-b275-121f21bac49d,BE-ANN07/pr/000002784,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86a18ecd-6bfd-5097-b275-121f21bac49d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12269,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12269/N,852e40c7-ee25-557f-b6fd-5da00ea075dc,BE-ANN07/pr/000004426,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/852e40c7-ee25-557f-b6fd-5da00ea075dc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10254,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10254/N,c91adbc6-5221-50d0-9359-75f3d4305fbe,BE-ANN07/pr/000002441,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c91adbc6-5221-50d0-9359-75f3d4305fbe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10080,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10080/N,c5e407bf-5e33-5321-99ee-14a7f9b3c2ee,BE-ANN07/pr/000002269,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c5e407bf-5e33-5321-99ee-14a7f9b3c2ee'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12547,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12547/N,5f1efce1-301a-5499-987c-900770648342,BE-ANN07/pr/000004702,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5f1efce1-301a-5499-987c-900770648342'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
