brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhph:16837,28d08424-89e3-5a2f-8bba-e3e1a761ce30,Items,1,tr:lh:3135,63469,isad:lh:93163,S 176 / P,,,,,Nederlands,Noot
tg:lhph:27393,62ee3dee-626b-5135-8623-f723433d8944,Items,1,tr:lh:4238,82131/37,isad:lh:93323,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:41145,cd3de585-388c-55c6-8a39-d91587e6f979,Items,1,,86300/5,,M 6864 / P,,,,,Nederlands,Noot
tg:lhph:17725,18fb9f64-d05a-50c8-8730-0ea9944f39ab,Items,1,,203590/1,,H 52375 / P,,,,,Nederlands,Noot
tg:lhph:46680,37d4f3eb-bbe7-53e3-aa8f-9b4bebb7d9b0,Items,1,tr:lh:3099,62186/27,isad:lh:95865,D 9565 / P,,,,,Nederlands,Noot
tg:lhph:43178,8f2c424d-7973-57b6-8c14-60bf40ce400a,Items,1,,215033,,DD 197 / P,,,,,Nederlands,Noot
tg:lhph:15718,ef56ebac-2945-5af3-b9a3-de92c61b03b2,Items,1,tr:lh:730,14308/2,,F 111 / P,,,,,Nederlands,Noot
tg:lhph:15718,ef56ebac-2945-5af3-b9a3-de92c61b03b2,Items,2,tr:lh:2711,53730/10,isad:lh:94536,F 111 / P,,,,,Nederlands,Noot
tg:lhph:15718,ef56ebac-2945-5af3-b9a3-de92c61b03b2,Items,3,,55217,,F 111 / P,,,,,Nederlands,Noot
tg:lhph:8439,4a11f8e7-338f-5c14-9de2-99d0c8ce9d33,Items,1,tr:lh:6861,169842/39,isad:lh:93429,W 144 / P,,,,,Nederlands,Noot
tg:lhph:44347,6cf10834-785c-5b89-9c78-e40930e3f889,Items,1,tr:lh:4769,93605/17,isad:lh:95775,C 413 / P,,,,,Nederlands,Noot
tg:lhph:12527,b31053dd-191b-5891-8e11-949c6639d7e4,Items,1,tr:lh:2377,45511/5,isad:lh:94330,B 8758 / P,,,,,Nederlands,Noot
tg:lhph:24946,123e57df-a900-52f0-8f70-ceda6f135da8,Items,1,tr:lh:6794,168277/1-23,isad:lh:173052,O 203 / P,,,,,Nederlands,Noot
tg:lhph:43482,92b6d570-ad53-5504-8bbe-aeb712e35cbb,Items,1,tr:lh:5801,121051,isad:lh:95563,L 9732 / P,,,,,Nederlands,Noot
tg:lhph:25654,5698ac78-acff-5c74-9068-e788de0fb21a,Items,1,tr:lh:7780,201556,isad:lh:94181,,,PH-GF-008,,,Nederlands,Noot
tg:lhph:22191,34ef5433-0c38-5784-a893-6a9ea4e676b5,Items,1,,203715/25,isad:lh:92943,FVCA / P (onbekend),,,,,Nederlands,Noot
tg:lhph:38965,e4a66ee9-54d9-5d49-b5e5-78f7949ccf74,Items,1,tr:lh:1492,27493/396,,M 2355 / P (II),,,,,Nederlands,Noot
tg:lhph:27669,a0c4fd7b-ab2f-5c24-81b3-4accf727c95b,Items,1,tr:lh:5587,111604/80,isad:lh:93617,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:27669,a0c4fd7b-ab2f-5c24-81b3-4accf727c95b,Items,2,tr:lh:6885,171497/154,isad:lh:93123,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:52769,4e927c9f-8857-539e-a3c7-25d8c9b0a253,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11726,S 935 / 489,,,Nederlands,Noot
tg:lhph:50754,7ca8fab8-57a7-575b-bf1b-1256dd820623,Items,1,,221448/1,,HH 66 / P,,,,,Nederlands,Noot
tg:lhph:36582,12075aa0-8d1a-5d0c-bb02-16460b590df8,Items,1,tr:lh:323,6935,,B 435 / P,"Opdracht op de achterkant: 'aan Hendrick Conscience van wege moeder
Benoit, St.Job in 't Goor, 23 januari 1881'",,,,Nederlands,Noot
tg:lhph:36582,12075aa0-8d1a-5d0c-bb02-16460b590df8,Items,2,tr:lh:1900,33723/1,,B 435 / P,"Opdracht op de achterkant: 'Den goeden dichter Jan van Beers zijne
dichterlijke gade en familie, vriendschappelijk herinnering, moeder Benoit Monie / te Goor, 28-06-1882.'",,,,Nederlands,Noot
tg:lhph:36582,12075aa0-8d1a-5d0c-bb02-16460b590df8,Items,3,tr:lh:5807,121750/24,isad:lh:94065,B 435 / P,"Opdracht op de achterkant: 'Vriendelijk herinnering aan de weledele
mevrouw Degive-Ledelier  
moeder Benoit, ST.Job in 't Goor, 9 november 1881.'",,,,Nederlands,Noot
tg:lhph:36582,12075aa0-8d1a-5d0c-bb02-16460b590df8,Items,4,,130356/2,,B 435 / P,,,,,Nederlands,Noot
tg:lhph:2034,b746f23a-7604-544b-b451-74f042d83a35,Items,1,tr:lh:9946,235438/126,isad:lh:93182,P 45 / P,,,,,Nederlands,Noot
tg:lhph:31247,231315b9-d1f7-58d9-be5c-1a99c405fa2c,Items,1,tr:lh:3838,74450/1,,J 2502 / P,,,,,Nederlands,Noot
tg:lhph:4949,ab9cd9ec-570a-5665-a22c-12f5d0bcffea,Items,1,tr:lh:6666,164356/16,isad:lh:93701,A 3885 / P,,,,,Nederlands,Noot
tg:lhph:28436,5ed1e1d3-dab3-54c5-8a8d-5788988d7a40,Items,1,tr:lh:5346,105173/1,isad:lh:95238,P 852 / P,,,,,Nederlands,Noot
tg:lhph:6974,87efef45-23fc-546c-b6f4-3305d0e83fbf,Items,1,tr:lh:7000,176951/1,isad:lh:163371,S 935 / P,,,,,Nederlands,Noot
tg:lhph:18080,e928e687-fd37-5c0f-96aa-130e4a09bee7,Items,1,tr:lh:7827,202254/20,isad:lh:94871,R 286 / P,,,,,Nederlands,Noot
tg:lhph:36428,162f80b5-83b9-5426-b007-89d576063f18,Items,1,,177438/2A,,B 417 / P,,,,,Nederlands,Noot
tg:lhph:17375,f6d5f069-12ec-5f36-84a0-7d76703e3816,Items,1,tr:lh:6249,145036/13,isad:lh:94031,S 6579 / P,,,,,Nederlands,Noot
tg:lhph:41515,23b87ef8-ad43-5961-85da-d1c9148999a6,Items,1,tr:lh:6796,169039/51,isad:lh:93791,ZZ 15 / P,,,,,Nederlands,Noot
tg:lhph:8593,4b8d844e-9ece-5553-a1e4-6b909f06e7c5,Items,1,tr:lh:5109,101006,isad:lh:93971,V 714 / P,,,,,Nederlands,Noot
tg:lhph:15348,92b76412-639e-5558-a782-3666d8977ca8,Items,1,tr:lh:5834,122793/315,isad:lh:92962,R 626 / P,,,,,Nederlands,Noot
tg:lhph:43528,286bf092-d87a-56e0-b13c-903c465661de,Items,1,,75229,,M 762 / P (GF),,,,,Nederlands,Noot
tg:lhph:20006,1d576b2f-3628-5a50-9c54-d7d68da59186,Items,1,tr:lh:2408,47506/1,isad:lh:93220,B 668 / P,,,,,Nederlands,Noot
tg:lhph:20006,1d576b2f-3628-5a50-9c54-d7d68da59186,Items,2,,202251/16,,B 668 / P,,,,,Nederlands,Noot
tg:lhph:25204,34ad1267-fd20-51f7-be7d-908f1c5c4bd6,Items,1,tr:lh:5587,111604/2,isad:lh:93687,V 34766 / P,,,,,Nederlands,Noot
tg:lhph:47838,68b3c567-b2f3-591c-a44a-ea76b28aed4c,Items,1,tr:lh:7336,186437/19b,isad:lh:103960,S 59 /P,,,,,Nederlands,Noot
tg:lhph:45805,3d348d54-cfa1-51f9-924c-fb4a981d3062,Items,1,tr:lh:6989,174472/11,isad:lh:93721,D 715 / P,,,,,Nederlands,Noot
tg:lhph:27239,e9b4e18e-6ea1-51ba-a254-94daabfb5493,Items,1,,235729/1,,P 342 / P,,,,,Nederlands,Noot
tg:lhph:12177,5e109b3f-e240-56f8-85e5-cf4a81b79c33,Items,1,,232940,,B 655 / P,,,,,Nederlands,Noot
tg:lhph:8069,9cbeec94-f7f8-5723-ba8a-d2667795edc3,Items,1,,89792/5,,W 803 / P,,,,,Nederlands,Noot
tg:lhph:39227,461e6fdc-4507-5723-b9b9-4265f02929fb,Items,1,,99091/3,,M 295 / P,,,,,Nederlands,Noot
tg:lhph:2464,93974107-9b64-5373-b5fd-3a256d924912,Items,1,tr:lh:6342,234609/1,,G 395 / P,,,,,Nederlands,Noot
tg:lhph:31617,3492ac03-c64b-5b56-b61f-f06159e39d27,Items,1,tr:lh:3810,73315/a,,J 3354 / P,,,,,Nederlands,Noot
tg:lhph:30905,4413411b-2b7d-5eb0-8c9c-168229b4a0bc,Items,1,tr:lh:5552,110081/180,isad:lh:94734,G 4265 / P,,,,,Nederlands,Noot
tg:lhph:52339,1c2c9b60-a8c2-551c-8a83-2c3ac2649a31,Items,1,tr:lh:139964,,isad:lh:161044,,Bruikleen Vlaamse Gemeenschap - STR10275,S 935 / 483,,,Nederlands,Noot
tg:lhph:32938,4896b2fd-ce28-52fd-9ecc-33bee093be96,Items,1,,27381/547,,K 288 / P,,,,,Nederlands,Noot
tg:lhph:32938,4896b2fd-ce28-52fd-9ecc-33bee093be96,Items,2,tr:lh:6376,148917/1,,K 288 / P,,,,,Nederlands,Noot
tg:lhph:35654,ea34215a-d275-5612-8118-9afb25a326be,Items,1,tr:lh:7281,179828/43,isad:lh:95489,L 319 / P,,,,,Nederlands,Noot
tg:lhph:48364,38cab154-1246-51d4-86e0-6bbb2b09bb35,Items,1,,,isad:lh:120101,,,TT 93 / 77,,,Nederlands,Noot
tg:lhph:28965,e842919a-6ebf-5a37-a7ec-0b255d3d8568,Items,1,tr:lh:9947,235810/44-46,isad:lh:95275,PP 81 / P,,,,,Nederlands,Noot
tg:lhph:32191,99bde047-f6bd-56f1-9e67-c959d5e7cfba,Items,1,tr:lh:6444,158223/38,isad:lh:93254,J 422 / P (III),,,,,Nederlands,Noot
tg:lhph:6427,57450d9c-183d-560b-af93-8bd2e7beddef,Items,1,,234798/124,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:37669,2d5047a5-281b-57de-a04a-8c47148f7a69,Items,1,tr:lh:4094,79262/3,isad:lh:93234,M 1561 / P,,,,,Nederlands,Noot
tg:lhph:29677,cdda7c70-b150-5f80-ac20-4d449885c3be,Items,1,tr:lh:9510,218458/1,isad:lh:95309,B 1183 / P (NEG0001/1/1),,,,,Nederlands,Noot
tg:lhph:34946,52ec90d5-b4d6-52c0-a979-72eca446bc35,Items,1,tr:lh:3747,73649/2,,L 2254 / P,,,,,Nederlands,Noot
tg:lhph:53482,b4d646e2-26ec-5feb-a817-09692e4f5b97,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11943,S 935 / 490,,,Nederlands,Noot
tg:lhph:26582,f7ce3906-9e2c-595c-b252-3a95fcc180a4,Items,1,,179931/2,,O 3945 / P,,,,,Nederlands,Noot
tg:lhph:41846,b3069661-f153-5ffb-bf65-1c5ff2ad182b,Items,1,,145316/1,,B 7535 / P,,,,,Nederlands,Noot
tg:lhph:21247,123f10e5-8759-59ff-bf14-96ab40f92f71,Items,1,tr:lh:7859,203626/1755,isad:lh:94873,M 224 / P (DIA0061/3/3A),,,,,Nederlands,Noot
tg:lhph:47091,7b2ef021-0931-50eb-95f6-e05d14726a58,Items,1,tr:lh:5832,123650/33,isad:lh:93281,F 162 / P,,,,,Nederlands,Noot
tg:lhph:14109,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,Items,1,,234887,,D 11498 / P,,,,,Nederlands,Noot
tg:lhph:42769,226e1d1d-a249-5376-8548-440856b567e7,Items,1,tr:lh:7601,198979/15,isad:lh:93452,G 9947 / P,,,,,Nederlands,Noot
tg:lhph:16134,50be11ae-94c0-5b2b-bd54-b64ad119c2f9,Items,1,tr:lh:2869,57378/42,isad:lh:93191,G 322 / P,,,,,Nederlands,Noot
tg:lhph:40754,0a7492d5-dc54-5409-bece-1a818fc4deb5,Items,1,tr:lh:882,16079/76,isad:lh:93498,B 7413 / P,,,,,Nederlands,Noot
tg:lhph:40754,0a7492d5-dc54-5409-bece-1a818fc4deb5,Items,2,tr:lh:1102,19889/5,isad:lh:93142,B 7413 / P,,,,,Nederlands,Noot
tg:lhph:42293,89ded0a7-bdeb-5b9a-af2f-98c4111987d3,Items,1,,233973/1,,W 1647 / P,,,,,Nederlands,Noot
tg:lhph:22892,63a3cc2c-f5ec-5ac8-b4e2-2ad6410be914,Items,1,,88690/2,,H 9138 / P,,,,,Nederlands,Noot
tg:lhph:13336,340ba13f-fe44-5c14-9860-3298b932b5ac,Items,1,tr:lh:4895,97870/4,,B 8203 / P,,,,,Nederlands,Noot
tg:lhph:45556,aef9344f-ee45-5459-b73b-26aee66d03ee,Items,1,,203880,,J 4453 / P (II),,,,,Nederlands,Noot
tg:lhph:9228,79c01cbb-8d10-5380-8afc-bdf50e998412,Items,1,tr:lh:6989,174468/2,isad:lh:92953,C 10105 / P,,,,,Nederlands,Noot
tg:lhph:38066,22f72890-ff4c-5fef-a045-d179dd2e4627,Items,1,tr:lh:9510,218458/2316,isad:lh:95309,B 1183 / P (NEG00249/1/2A),,,,,Nederlands,Noot
tg:lhph:23780,5f851ae5-209c-5db8-b055-861c4dc5bb2f,Items,1,tr:lh:7009,176412/1,isad:lh:93322,I 5578815 / P,,,,,Nederlands,Noot
