brocade.id,ResourceID,card,order,Acquisition Note,Location Number,Registration Number value,Archive Note,adm.note,Serial Number,adm.note.language,adm.note.type
tg:lhps:9678,5d238db7-63f0-5439-956f-69380fd3b8be,Items,1,tr:lh:7284,O 33745 / A,184646,,,,Nederlands,remarks
tg:lhps:45106,ea861c14-ab4d-5d38-b600-49d1a843a382,Items,1,tr:lh:9999,"M 935 (Pl. IX, 223)",300035/223,isad:lh:97845,,,Nederlands,remarks
tg:lhps:13766,84d763c3-bce4-5971-8d10-da8d2205149a,Items,1,tr:lh:7632,S 4687 / A,214300,,,,Nederlands,remarks
tg:lhps:30006,aee49d41-8a6e-568f-bbab-18c8c6abe264,Items,1,tr:lh:9940,PP 210 / A (CA 188),225265/5,isad:lh:170202,,,Nederlands,remarks
tg:lhps:1248,22da07b5-1dbb-5fc1-8ac3-0f9709daaa57,Items,1,,C 33773 / A,239104,,,,Nederlands,remarks
tg:lhps:3275,c7b3cda1-7812-59bb-b1be-f854e271bc78,Items,1,tr:lh:7019,G 87 / A,181552,,,,Nederlands,remarks
tg:lhps:3275,c7b3cda1-7812-59bb-b1be-f854e271bc78,Items,2,tr:lh:7019,H 7 / A,181552,,,,Nederlands,remarks
tg:lhps:53528,b8123bcf-d62a-5e86-b90d-95e6aff05866,Items,1,,O 3374 / A,225296/18,,,,Nederlands,remarks
tg:lhps:10799,b5d7de5d-a995-54f5-87f8-4a3542365fb1,Items,1,tr:lh:7282,S 4685 / A,185723,,,,Nederlands,remarks
tg:lhps:43601,17dad309-176b-559a-b389-1e4d93f6e527,Items,1,,DD 161 / A,225284/262,,,,Nederlands,remarks
tg:lhps:15061,f480de58-7587-5c8e-b588-a37a6ec051b7,Items,1,,K 9885 / A,215568,,,,Nederlands,remarks
tg:lhps:42913,2369fe3a-0364-59b5-b2e5-5a170531dac8,Items,1,,C 203885 / A,225281/34a,,,,Nederlands,remarks
tg:lhps:857,f5828bce-ab25-53ae-9e39-4bcbb5041b09,Items,1,,B 745 / A,237951/1,,,,Nederlands,remarks
tg:lhps:22312,775bf68c-e99c-56c8-aabe-8ac1421a848d,Items,1,tr:lh:7875,O 3369 / A (CM 138),225212/1134,isad:lh:92200,,,Nederlands,remarks
tg:lhps:57212,ce64ba2a-d358-5187-bc7e-416d6eb1ec89,Items,1,,S 626525 / A,,isad:lh:133834,,,Nederlands,remarks
tg:lhps:36701,760e282a-ecd5-5933-b5c8-443865057d6a,Items,1,,AV.5995,225272/1854,isad:lh:92876,,,Nederlands,remarks
tg:lhps:60161,b51f4760-ab59-59d7-b986-b111309cb6a6,Items,1,tr:lh:110342,P 132 / A,,,,,Nederlands,remarks
tg:lhps:5572,15429c7e-d04f-52d3-9457-11c9730f7904,Items,1,tr:lh:7019,M 9338 / A,180528,,,,Nederlands,remarks
tg:lhps:18653,8be4f0b5-3ff9-599d-9f39-26fc48a87473,Items,1,tr:lh:6763,C 36197 / A,167491/4,isad:lh:92759,,,Nederlands,remarks
tg:lhps:33503,7fa80819-d8b2-573a-96f3-49bd11c3706f,Items,1,,AV.14.6.1338,225272/1402,isad:lh:92873,,,Nederlands,remarks
tg:lhps:5088,fc54dcb4-06e0-5043-aad3-3cb0e60f9056,Items,1,tr:lh:7308,"L 9365 / A (LK II,5)",183514,isad:lh:92194,,,Nederlands,remarks
tg:lhps:5088,fc54dcb4-06e0-5043-aad3-3cb0e60f9056,Items,2,,L 9365 / A,236836,,,,Nederlands,remarks
tg:lhps:1862,80a98075-7384-5d81-892e-e5bf207d50c1,Items,1,,E 4152 / A,238230,,,,Nederlands,remarks
tg:lhps:52010,39a32732-33e7-5631-9fd6-237ae12d638c,Items,1,tr:lh:110342,C 338676 / A,,,,,Nederlands,remarks
tg:lhps:19941,87699fbc-e03d-5ee9-9231-c50e431c90b9,Items,1,,E 446 / A,215056/11,,,,Nederlands,remarks
tg:lhps:27110,191012ac-884d-5ef5-b0fc-3ace410e928f,Items,1,tr:lh:7875,O 3369 / A (CM3036),225212/4034,isad:lh:92200,,,Nederlands,remarks
tg:lhps:8340,4b8fbf98-652b-5327-b82f-9e613804dad4,Items,1,tr:lh:7019,W 3045 / A,182660,,,,Nederlands,remarks
tg:lhps:8340,4b8fbf98-652b-5327-b82f-9e613804dad4,Items,2,,M 9368545 / A,216829/766,,,,Nederlands,remarks
tg:lhps:46403,f86fe5cf-ca2c-56ce-b9c6-c78d77fdd819,Items,1,tr:lh:30822,PP 210 / A (CA 799),300042/73,isad:lh:98631,,,Nederlands,remarks
tg:lhps:10263,00b660cc-7531-5919-9f34-c8fc2d64b585,Items,1,tr:lh:7284,O 33745 / A,185220,,,,Nederlands,remarks
tg:lhps:25087,17e4310c-6628-57dc-be89-d8560722fea4,Items,1,,M 6247 / A,225255,,,,Nederlands,remarks
tg:lhps:25087,17e4310c-6628-57dc-be89-d8560722fea4,Items,2,,R 134 / A,225255,,,,Nederlands,remarks
tg:lhps:25087,17e4310c-6628-57dc-be89-d8560722fea4,Items,3,tr:lh:7875,O 3369 / A,225212/332,,,,Nederlands,remarks
tg:lhps:22742,5a66193d-ee4c-5ed9-9428-5ff12238e456,Items,1,tr:lh:7875,O 3369 / A (CM 338),225212/1335,isad:lh:92200,,,Nederlands,remarks
tg:lhps:44594,820c5f9b-28b4-531f-83ab-ec60398d0fef,Items,1,,G 1195 / A,225289/3,,,,Nederlands,remarks
tg:lhps:23850,3b06d644-6613-5500-ade7-a1731f7a518d,Items,1,,L 9658 / A,225249/40,,,,Nederlands,remarks
tg:lhps:15431,402c1ab2-1ed4-50b4-b3c6-f454bc4f182a,Items,1,tr:lh:7634,M 6222 / A,212203,,,,Nederlands,remarks
tg:lhps:43251,51559d81-83bc-5328-a932-be627a9677f4,Items,1,,H 1457 / A,225283/55,isad:lh:92924,,,Nederlands,remarks
tg:lhps:60531,c0f4694f-ff11-52e1-8126-378668b9e749,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:5122,65ca8bd4-5d49-532c-ab0f-53be5db9cbbb,Items,1,,M 175 / A,237248,,,,Nederlands,remarks
tg:lhps:56950,fac7dd80-76f6-5e4d-ae72-6f1a59c3bb09,Items,1,,S 4685 / A,,isad:lh:131343,,,Nederlands,remarks
tg:lhps:31494,104c3f80-0d7f-509d-9137-2bee55391a41,Items,1,,T 19675 / A,225269/247,,,,Nederlands,remarks
tg:lhps:57642,fe81498b-cf0f-5744-a68b-acfcd6d24e60,Items,1,,F 221 / A,,isad:lh:136069,Uit F 221 / 9,,Nederlands,remarks
tg:lhps:50187,d07cb7f4-9540-5e88-9d18-9dccbbaf93b1,Items,1,tr:lh:110356,TT 150 / A,,,,,Nederlands,remarks
tg:lhps:52440,233282c5-e9e4-5b16-8a96-5cbc929f3cb8,Items,1,tr:lh:110342,V 118 / A,,,,,Nederlands,remarks
tg:lhps:55385,bd4d0401-8956-5eec-a400-673c946ebfd4,Items,1,tr:lh:6902,V 15507 / A,170897/2,,,,Nederlands,remarks
tg:lhps:33153,05745049-b4a4-5ec3-8ec7-b2b0438222dd,Items,1,,AV.14.6.1004,225272/1064,isad:lh:92873,,,Nederlands,remarks
tg:lhps:18203,10ea6163-1bfc-5f05-9a7f-2e821441a01f,Items,1,,C 30702 / A,225187,,,,Nederlands,remarks
tg:lhps:41796,0abfa962-b824-54ce-b867-aa3c75a1824e,Items,1,,A 389 / A,225276/292,,,,Nederlands,remarks
tg:lhps:10633,90a52412-7dbe-55d3-b1c8-1fbe45d89b3a,Items,1,tr:lh:7284,S 5989 / A,185573,,,,Nederlands,remarks
tg:lhps:46053,2cf66fb1-75ca-5c59-991e-87d7a6a3aaa2,Items,1,tr:lh:30821,PP 210 / A (CA 573),300041/61,isad:lh:98630,,,Nederlands,remarks
tg:lhps:20285,cc33189d-ddad-50c0-987d-0a97b14ed1f3,Items,1,,FF 1 / A,215064/23,,,,Nederlands,remarks
tg:lhps:11921,085f67a8-8a7c-5699-81bb-30470e0f1b51,Items,1,tr:lh:7748,"BB 112 / A (LK IV,6)",200848/61-62,isad:lh:92667,,,Nederlands,remarks
tg:lhps:9802,2837b18a-0871-5840-bc34-59739a88edca,Items,1,tr:lh:7284,O 33745 / A,184820,,,,Nederlands,remarks
tg:lhps:40884,41833fbe-a693-5b5f-a3f3-e8ee96bc7988,Items,1,,V 758 / A,225273/161a,,,,Nederlands,remarks
tg:lhps:27540,cc1edb81-6ef7-56fc-901a-d84760a29c1d,Items,1,tr:lh:7875,O 3369 / A (CM 3458),225212/4456,isad:lh:92200,,,Nederlands,remarks
tg:lhps:11188,710a82c2-bc99-50e6-a743-05a711fe96b8,Items,1,,V 906592 / A,200382/43,,,,Nederlands,remarks
tg:lhps:14670,f5aa6215-fb3a-5f2a-b9d8-ba09fa495146,Items,1,,"J 3368 / A (LK XI,4)",215201,,,,Nederlands,remarks
tg:lhps:14670,f5aa6215-fb3a-5f2a-b9d8-ba09fa495146,Items,2,,"J 3368 / A (LK XI,4)",217277,,,,Nederlands,remarks
tg:lhps:154,070af778-1d61-50df-b324-3813a57619cb,Items,1,,A 357 / A,236668,,,,Nederlands,remarks
tg:lhps:42010,4bcf8ae3-8b0d-5eeb-be3f-49859cc101a2,Items,1,,M 295 / A,225277/112,,,,Nederlands,remarks
tg:lhps:23503,78bfc914-29f8-5d4c-8685-5dfdd23557aa,Items,1,tr:lh:7875,O 3369 / A (CM692),225212/1689,isad:lh:92200,,,Nederlands,remarks
tg:lhps:15962,b31006f1-a345-5189-9369-aa9231e21d8d,Items,1,tr:lh:7634,A 4843 / A,212745,,,,Nederlands,remarks
tg:lhps:60862,1ea7aa43-cde7-573a-8737-3cc93da411c8,Items,1,,"S 4685 / A (LK X,8)",,,,,Nederlands,remarks
tg:lhps:56403,e9f81bbd-8822-5f6d-b19c-cf7282ecd35d,Items,1,tr:lh:128714,LL 169 / A,,isad:lh:129857,,,Nederlands,remarks
tg:lhps:4363,4c8ec433-5eb3-5123-8ffd-7caebc4c1095,Items,1,,S 4685 / A,237840,,,,Nederlands,remarks
tg:lhps:61770,7cbdc3dc-53e7-5ebd-9ebe-5c434fe9d51a,Items,1,tr:lh:9936,S 282 / A (CS 464),225267/530,isad:lh:92208,,,Nederlands,remarks
tg:lhps:1161,7d7f8303-ca8b-58ee-93a2-72504a71dab0,Items,1,,C 33773 / A,64937,,,,Nederlands,remarks
tg:lhps:4699,fb10740b-aeac-5c0d-a189-ba7f19c965dc,Items,1,,S 4685 / A,237611,,,,Nederlands,remarks
tg:lhps:32312,a3b053b2-7248-5b8a-abbe-de1deb39e77e,Items,1,,"AV.14.6.232 (LK VII,3)",225272/232,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19042,34343217-be7b-5b58-bda0-591bd0600406,Items,1,,V 7576 / A,215034/228,,,,Nederlands,remarks
tg:lhps:53601,94bbd1fd-532a-5a4f-b522-25443d72ba42,Items,1,,V 3738 / A,,isad:lh:122564,,,Nederlands,remarks
tg:lhps:26701,614fa8b4-7ef2-524e-9b60-baa912e64870,Items,1,,O 33735 / A,225256/121a,,,,Nederlands,remarks
tg:lhps:11472,aaa3cf4c-6ef4-50f1-9e9c-419514fdbc00,Items,1,,"B 9968 / A (LK XI,2)",200382/119,,,,Nederlands,remarks
tg:lhps:47212,9a0151a5-5a6a-515e-b11e-8d41d3ba942e,Items,1,,HH 71 / A,,,,,Nederlands,remarks
tg:lhps:9551,b0a83718-727b-540d-b391-555632541406,Items,1,,"S 4685 / A (LK XI,1)",61019,,,,Nederlands,remarks
tg:lhps:9551,b0a83718-727b-540d-b391-555632541406,Items,2,,"S 4685 / A (LK XI,1)",61107,,,,Nederlands,remarks
tg:lhps:27813,fd897048-1540-5735-a834-ce524fe2cedc,Items,1,tr:lh:7875,O 3369 / A (CM 3731),225212/4729,isad:lh:92200,,,Nederlands,remarks
tg:lhps:23153,35b04366-8022-5334-89f2-7ff449dc54b0,Items,1,tr:lh:7875,O 3369 / A (CM 465),225212/1462,isad:lh:92200,,,Nederlands,remarks
tg:lhps:24696,995f7727-9b1f-5be3-ad78-5619ddca3a0a,Items,1,tr:lh:7875,O 3369 / A (CM1586),225212/2583,isad:lh:92200,,,Nederlands,remarks
tg:lhps:42440,25439031-cdfd-5c22-aaee-56a0f8732868,Items,1,,B 7307 / A,225279/256,,,,Nederlands,remarks
tg:lhps:504,af1a8399-1709-528d-9b8e-67d54ed36449,Items,1,,A 4573 / A,236936/1,,,,Nederlands,remarks
tg:lhps:14220,aa634c18-5753-5d7c-a55d-666b13b25f37,Items,1,tr:lh:7632,K 81 / A,214694,,,,Nederlands,remarks
tg:lhps:25984,9f3a4ffd-7407-5fd5-806d-10d50e1f7717,Items,1,tr:lh:7875,O 3369 / A (CM2216),225212/3214,isad:lh:92200,,,Nederlands,remarks
tg:lhps:45385,b50ccd8d-4fe2-5c06-9822-b22e2d8abfe3,Items,1,,HH 249 / A,225289/443,,,,Nederlands,remarks
tg:lhps:4733,598c0e36-41ec-5376-bc03-da0da06fa81b,Items,1,,S 4685 / A,237814,,,,Nederlands,remarks
tg:lhps:30285,8bd18d54-7873-5ccb-83d7-7cc808a339aa,Items,1,,R 8963 / A,225263/394,,,,Nederlands,remarks
tg:lhps:50884,00b05594-d71a-5f07-a3a5-d7abb78ea415,Items,1,,VV 143 / A,,,,,Nederlands,remarks
tg:lhps:61320,c0c00dd6-889d-556b-ab1d-4c0c039b0a1f,Items,1,tr:lh:97975,K 238 / A,,isad:lh:163930,,,Nederlands,remarks
tg:lhps:51796,2e9f8a83-4511-5316-a4b2-c86f7665686c,Items,1,tr:lh:110437,KK 194 / A,,,,,Nederlands,remarks
tg:lhps:5821,49ae2158-a5a6-57a1-a6e1-f72432a013b8,Items,1,tr:lh:7019,K 162 / A,182821,,,,Nederlands,remarks
tg:lhps:5821,49ae2158-a5a6-57a1-a6e1-f72432a013b8,Items,2,tr:lh:7318,K 162 / A,185384,,,,Nederlands,remarks
tg:lhps:5821,49ae2158-a5a6-57a1-a6e1-f72432a013b8,Items,3,tr:lh:103936,K 162 / A,,,,,Nederlands,remarks
tg:lhps:56053,1cd1f79c-06fe-5328-b1b1-495fea2ac21c,Items,1,,VV 393 / A,225299/398,,,,Nederlands,remarks
tg:lhps:54594,7b301862-d6d0-5d33-b6fb-f62651ca55c9,Items,1,tr:lh:110342,F 245 / A,,,,,Nederlands,remarks
tg:lhps:33850,9061a5a2-f3cd-5746-9334-22f6d2be834f,Items,1,,AV.38.5.10.59,225272/2118,isad:lh:92750,,,Nederlands,remarks
tg:lhps:53251,9f6dca3e-1e1d-5c68-a91d-00cd34e56d45,Items,1,tr:lh:110342,A 389 / A,,,,,Nederlands,remarks
tg:lhps:1531,af32a84f-6ef2-5c84-ae1c-b8793b1ecdad,Items,1,tr:lh:7019,"F 4625 / A (LK I,4)",183172,,,,Nederlands,remarks
tg:lhps:35087,5887ee6e-b922-50b3-b407-1e9b04ce418d,Items,1,,AV.83.9.10,225272/2638,isad:lh:92220,,,Nederlands,remarks
tg:lhps:19412,1b5d3088-a5f1-55db-9ac0-6262aa0bbf75,Items,1,,D 6131 / A,215049/38,,,,Nederlands,remarks
tg:lhps:32742,f4ca7d3c-a041-5b12-8336-5cb27a051e2f,Items,1,,"AV.14.6.635 (LK VIII,1)",225272/635,isad:lh:92873,,,Nederlands,remarks
tg:lhps:47642,11fc98e2-a7c3-5481-96b2-c6f295f585bc,Items,1,,M 934795 / A,225291/523,,,,Nederlands,remarks
tg:lhps:47642,11fc98e2-a7c3-5481-96b2-c6f295f585bc,Items,2,,O 307 / A,216829/504,,,,Nederlands,remarks
tg:lhps:11022,de021318-7229-5b35-b76f-89b7cfdba091,Items,1,tr:lh:7282,J 3368 / A,185895,,,,Nederlands,remarks
tg:lhps:9101,63619940-575c-5e01-9a9b-4d47f0cac356,Items,1,,S 4685 / A,59878,,,,Nederlands,remarks
tg:lhps:40187,fc119448-d16a-58f7-9683-a787e1731b92,Items,1,,V 345355 / A,225271/247,,,,Nederlands,remarks
tg:lhps:26351,0d40918c-37d8-54bf-8b69-8e85097fb4e1,Items,1,,NN 3 / A,225256/9,,,,Nederlands,remarks
tg:lhps:46950,b42eb17d-04bb-5389-bc98-7ac49658206b,Items,1,,M 6481 / A,225291/263,,,,Nederlands,remarks
tg:lhps:19107,6a899036-4728-5946-8b35-a382300dac2c,Items,1,,TT 93 / A,215034/293,,,,Nederlands,remarks
tg:lhps:3019,5af074fb-945c-5c51-a712-fd9b54b38a8a,Items,1,tr:lh:7019,H 5049 / A,181555,,,,Nederlands,remarks
tg:lhps:1024,137f9148-c6a9-58d9-8266-ce04250cb74f,Items,1,,V 7573 / A (GF),45216,isad:lh:92204,,,Nederlands,remarks
tg:lhps:1024,137f9148-c6a9-58d9-8266-ce04250cb74f,Items,2,tr:lh:9937,V 75457 / A (VM1073),225261/1073,isad:lh:92204,,,Nederlands,remarks
tg:lhps:1024,137f9148-c6a9-58d9-8266-ce04250cb74f,Items,3,,V 75457 / A (LH.95),,,Groot formaat affiche in 4 stukken,,Nederlands,remarks
tg:lhps:52856,10272c63-d301-534e-94e9-d11959b363db,Items,1,,CC 273 / A,,,,,Nederlands,remarks
tg:lhps:53744,a0ca85f4-38c5-5de7-9173-03b99e0d8445,Items,1,,B 18237 / A,,,,,Nederlands,remarks
tg:lhps:51779,19cd6097-d61c-58e9-862a-10dbbe0315b7,Items,1,tr:lh:110437,A 3897 / A,,,,,Nederlands,remarks
tg:lhps:54081,b5d386ad-e500-585c-b346-ddd7e6fbf9a1,Items,1,tr:lh:110342,B 18237 / A,225298/241,,,,Nederlands,remarks
tg:lhps:24679,7f2eda82-b701-567f-a4ef-9ee4a1d0a815,Items,1,tr:lh:7875,O 3369 / A (CM1569),225212/2566,isad:lh:92200,,,Nederlands,remarks
tg:lhps:59349,b10f6e38-56f7-5588-b6fd-35309be675ab,Items,1,tr:lh:110342,K 795 / A,,,,,Nederlands,remarks
tg:lhps:21181,fa9a6e68-9a6f-58da-bbd0-286aab6a978b,Items,1,,H 7954 / A,215092/43,,,,Nederlands,remarks
tg:lhps:26644,6f58fb00-0e3f-5ed4-b974-a2a6584c967c,Items,1,tr:lh:7875,O 3369 / A (CM2667),225212/3665,isad:lh:92200,,,Nederlands,remarks
tg:lhps:9414,13383c77-d317-5d95-ae4e-2fcfb8e25836,Items,1,tr:lh:7316,C 1365 / A,184414,,,,Nederlands,remarks
tg:lhps:9414,13383c77-d317-5d95-ae4e-2fcfb8e25836,Items,2,tr:lh:7316,S 4685 / A,184414,,,,Nederlands,remarks
tg:lhps:40492,26045904-26ec-5974-a5eb-97e37071e685,Items,1,,V 4525 / A,225271/496,,,,Nederlands,remarks
tg:lhps:27956,f54af676-63fc-5e29-bc7f-f8f14e53bfbd,Items,1,tr:lh:9939,PP 210 / A (CA176),225259/71,isad:lh:170201,,,Nederlands,remarks
tg:lhps:47357,4292d5e7-dc38-5b89-9b22-d8002845ef1a,Items,1,,A 357 / A,,,,,Nederlands,remarks
tg:lhps:11537,41373033-4cfa-50d6-b099-8264e3a99ac3,Items,1,,"S 626525 / A (LK V,6)",200382/208,,,,Nederlands,remarks
tg:lhps:40168,5358cb63-4bb5-5904-80ea-db5b7390d57b,Items,1,,V 345355 / A,225271/230a,,,,Nederlands,remarks
tg:lhps:16708,98b82380-3922-5191-a91c-a5026ad767be,Items,1,,B 8763 / A,216526/1,,,,Nederlands,remarks
tg:lhps:45690,44d813a2-69d7-5fa1-a93d-a6d8ded4a079,Items,1,,J 435 / A,225289/810,,,,Nederlands,remarks
tg:lhps:42155,394711c5-1e6a-505b-92f2-e1c6273807bf,Items,1,,AA 155 / A,225279/42,,,,Nederlands,remarks
tg:lhps:14735,b88d726d-987d-510e-98a4-55f4190132d3,Items,1,,"R 1443 / A (LK V,2)",215260,,,,Nederlands,remarks
tg:lhps:14735,b88d726d-987d-510e-98a4-55f4190132d3,Items,2,tr:lh:9938,"R 1443 / A (LK V,2)",225045/55,isad:lh:92227,,,Nederlands,remarks
tg:lhps:24383,adfa8675-9171-553a-989b-24fd27f16e55,Items,1,tr:lh:7875,O 3369 / A (CM1395),225212/2392,isad:lh:92200,,,Nederlands,remarks
tg:lhps:15827,2beeecc0-67e7-522d-bb03-c9c6cb3ada17,Items,1,tr:lh:7634,A 3569 / A,212606,,,,Nederlands,remarks
tg:lhps:44982,bd90511d-c6b0-5589-84ae-94fe4e3c4416,Items,1,,GG 121 / A,225289/179,,,,Nederlands,remarks
tg:lhps:23446,15c3112f-4f8c-5beb-b549-1d64e7979c9b,Items,1,,L 3498 / A,225236/71,,,,Nederlands,remarks
tg:lhps:56546,5ac4bc0e-df29-530b-9772-9286e4f2b60f,Items,1,,VV 482 / A,,,,,Nederlands,remarks
tg:lhps:31882,63540d8f-235f-5cd5-bfef-b8134196190c,Items,1,,TT 38 / A,225269/538,,,,Nederlands,remarks
tg:lhps:60927,2111c9b2-400a-5a51-8445-26e62833fad4,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:51283,73b0dcd2-9fe6-5e58-83ed-c9edf9d59609,Items,1,,T 161226 / A,225294/536,,,,Nederlands,remarks
tg:lhps:61635,cfcc75f5-8858-5cf3-9551-1065fff374f9,Items,1,,VV 237 / A,,isad:lh:159083,,,Nederlands,remarks
tg:lhps:4226,04a03984-e9d3-532f-99e2-566ac1e45338,Items,1,,"S 4685 / A (LK II,4)",237522,,,,Nederlands,remarks
tg:lhps:48558,4516a218-f80e-509c-b62b-762f0cfb78fa,Items,1,tr:lh:7448,MM 142 / A,196795/16,,,,Nederlands,remarks
tg:lhps:30790,3a20b0e8-126c-53e1-8fbd-eafcf4c4f2ec,Items,1,,S 626718 / A,225263/715,,,,Nederlands,remarks
tg:lhps:31928,5b73a7a1-a936-5c52-85a8-008db316243c,Items,1,,U 653 / A,225269/582a,,,,Nederlands,remarks
tg:lhps:31928,5b73a7a1-a936-5c52-85a8-008db316243c,Items,2,,RR 77 / A,225269/582,,,,Nederlands,remarks
tg:lhps:53314,6ce658d2-0291-5556-9477-cb1452d5fa27,Items,1,tr:lh:9037,C 204015 / A,,isad:lh:121432,,,Nederlands,remarks
tg:lhps:51329,c96e54e7-6ed6-5c07-8ee5-de7c0160fc7c,Items,1,,CC 140 / A,,,,,Nederlands,remarks
tg:lhps:33915,57ba1a46-9a06-5654-8bee-db4ceb24a5e5,Items,1,,AV.38.5.10.123,225272/2182,isad:lh:92750,,,Nederlands,remarks
tg:lhps:3449,b172ad4b-6a9c-5725-bb9b-b17123763abd,Items,1,tr:lh:2102,Y 952 / A,39863/4,,,,Nederlands,remarks
tg:lhps:32607,c24043c5-8645-5e2e-97ce-1c2af877a3ca,Items,1,,"AV.14.6.504 (LK VII,6)",225272/504,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19557,703a1451-48c2-5bf5-8fd3-c0de5fe4dd2d,Items,1,tr:lh:9938,AA 5 / A,225045,isad:lh:92227,,,Nederlands,remarks
tg:lhps:19557,703a1451-48c2-5bf5-8fd3-c0de5fe4dd2d,Items,2,tr:lh:9938,M 897 / A,225045,isad:lh:92227,,,Nederlands,remarks
tg:lhps:1474,9ddf27f8-e2ab-5fd0-bc5a-d131c9c90498,Items,1,tr:lh:7019,C 3879 / A,181139,,,,Nederlands,remarks
tg:lhps:9044,9f802f08-f662-504f-8a05-4aee68c216ad,Items,1,tr:lh:7316,S 4685 / A,184089,,,,Nederlands,remarks
tg:lhps:47707,c0a79094-0699-5c87-8675-f5b1e8a7b02c,Items,1,,M 935 / A,225291/582,,,,Nederlands,remarks
tg:lhps:59719,91c66453-0b92-55b7-813c-ebba053a091c,Items,1,tr:lh:139969,F 277 / A,,,,,Nederlands,remarks
tg:lhps:24229,857e01e9-f6bb-572c-96ab-c04accf19781,Items,1,tr:lh:7875,O 3369 / A (CM1241),225212/2238,isad:lh:92200,,,Nederlands,remarks
tg:lhps:46815,2bce180b-2b79-5e7c-ac13-303dd3d18f76,Items,1,,M 1885 / A,216829/886,,,,Nederlands,remarks
tg:lhps:44828,3357f694-4e1f-5d32-9735-08b4a4652854,Items,1,,G 87 / A,216829/32,,,,Nederlands,remarks
tg:lhps:26214,f3bc0973-930f-5233-89ff-b2678d231a62,Items,1,,N 376 / A,225255/608,,,,Nederlands,remarks
tg:lhps:23016,522aebb4-b888-53b3-ac02-bf11b27f77ef,Items,1,tr:lh:7875,O 3369 / A (CM 425),225212/1422,isad:lh:92200,,,Nederlands,remarks
tg:lhps:16358,c98c09de-6d8c-54cc-9c0a-ed0f9805998c,Items,1,,B 4952 / A,216180,,,,Nederlands,remarks
tg:lhps:16358,c98c09de-6d8c-54cc-9c0a-ed0f9805998c,Items,2,tr:lh:7875,B 55115 / A,225212/45,isad:lh:92200,,,Nederlands,remarks
tg:lhps:40538,46e73fbf-6cae-5f13-a1b6-ada204b41e15,Items,1,,V 4621 / A,225271/538,,,,Nederlands,remarks
tg:lhps:14365,c4dad188-a280-5826-a70f-e6f8bbbf0b15,Items,1,tr:lh:110357,TT 150 / A,,,,,Nederlands,remarks
tg:lhps:42505,48e6dd27-1a17-52c2-91ee-345c8b587599,Items,1,,B 923 / A,225279/297,,,,Nederlands,remarks
tg:lhps:441,186c03b5-bfdc-5f0f-9dc2-31f02612a534,Items,1,,A 357 / A,236773,,,,Nederlands,remarks
tg:lhps:61265,12192f83-057c-5984-a570-55874cbe14c7,Items,1,tr:lh:97975,O 265 / A,,isad:lh:163930,,,Nederlands,remarks
tg:lhps:48108,9829b4f0-06eb-57c8-8819-e654dd066075,Items,1,tr:lh:9770,J 416 / A,,isad:lh:104289,,,Nederlands,remarks
tg:lhps:4676,a9c37aec-87ea-5da5-bc6f-cba1b39d221d,Items,1,,S 4685 / A,57432,,,,Nederlands,remarks
tg:lhps:35438,3520a909-f0e2-5635-9476-704fc6a7b54b,Items,1,,AV.93.2.238,225272/2765,isad:lh:92220,,,Nederlands,remarks
tg:lhps:5964,795b8986-43cf-5800-b558-0028d9af2c1d,Items,1,,F 1022 / A,238797,,,,Nederlands,remarks
tg:lhps:5964,795b8986-43cf-5800-b558-0028d9af2c1d,Items,2,,NN 1 / A,238797,,,,Nederlands,remarks
tg:lhps:56116,38d4ef08-8c28-5e3d-a1e6-6343043e5936,Items,1,tr:lh:128714,LL 169 / A,,isad:lh:129857,,,Nederlands,remarks
tg:lhps:7959,9a114236-ea38-530b-acb0-00fdcb55a98e,Items,1,,V 444 / A (LH.330),134085,,,,Nederlands,remarks
tg:lhps:54982,e26fe29c-bf4d-5bc1-aa82-f9e860ce5c0d,Items,1,tr:lh:110342,T 19659 / A,,,,,Nederlands,remarks
tg:lhps:2608,662532bd-11be-523f-b5b3-6baad0be863c,Items,1,tr:lh:7019,GG 141 / A,180073,,,,Nederlands,remarks
tg:lhps:33446,136b32c9-0d54-5cae-926b-7f7ff046513f,Items,1,,AV.14.6.1282,225272/1345,isad:lh:92873,,,Nederlands,remarks
tg:lhps:18716,6e776426-d5a1-5bf4-8d3d-778ff59bef0d,Items,1,,C 46095 / A,215037/63,,,,Nederlands,remarks
tg:lhps:50168,c70f6015-cf2a-51d6-95e4-efadeca943f9,Items,1,tr:lh:110356,TT 150 / A,,,,,Nederlands,remarks
tg:lhps:19804,cd3b248e-9cdb-58b4-9092-dea078ec6b14,Items,1,,E 2362 / A,215052/92,,,,Nederlands,remarks
tg:lhps:55690,07aba199-9e35-5c79-bec9-21814f1e766f,Items,1,tr:lh:110342,G 8365 / A,,,,,Nederlands,remarks
tg:lhps:1927,57f2ab2f-b0a9-57b5-a8ae-1a6c39b9536f,Items,1,,E 4152 / A,238265/1-5,,,,Nederlands,remarks
tg:lhps:52155,bee26f10-963e-5abe-8ad6-fc07e504379b,Items,1,tr:lh:110437,B 5504 / A,,,,,Nederlands,remarks
